"datasetID","study","entered.by","genus","species","variety","woody","crop","source.population","provenance.lat","provenance.long","provenance.altitude","continent","no.indiv.collected","year.collected","year.germination","storage.type","storage.time","storage.humidity","storage.temp","treatment","chill.temp","chill.duration","germ.temp","other.treatment","photoperiod","chemical","chemical.concent","trt.duration","scarification","scarif.type","soaking","soaked.in","soaking.duration","seed.mass.given","respvar","response","error.type","resp.error","reps","n.per.rep","germ.duration","germ.time.zero","figure","Notes","sp.name"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","5","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","6","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","4.1440000000000001",NA,NA,"4","75","7","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","27.164000000000001",NA,NA,"4","75","8","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","46.317",NA,NA,"4","75","9","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","64.364999999999995",NA,NA,"4","75","10","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","75.783000000000001",NA,NA,"4","75","11","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.043999999999997",NA,NA,"4","75","12","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","86.096000000000004",NA,NA,"4","75","13","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","87.569000000000003",NA,NA,"4","75","14","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","87.200999999999993",NA,NA,"4","75","15","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","88.122",NA,NA,"4","75","16","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","90.331000000000003",NA,NA,"4","75","17","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","90.7",NA,NA,"4","75","18","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","90.331000000000003",NA,NA,"4","75","19","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","91.251999999999995",NA,NA,"4","75","20","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Mica, BC, Canada","50.033333329999998","118.8","1200","North America",NA,"1991",NA,NA,NA,NA,NA,"control",NA,NA,"20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","92.173000000000002",NA,NA,"4","75","21","end of treatment","1.#35707",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","1","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","2","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","3","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","9.7010000000000005",NA,NA,"4","75","4","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","32.918999999999997",NA,NA,"4","75","5","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","64.924999999999997",NA,NA,"4","75","6","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","75.870999999999995",NA,NA,"4","75","7","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","80.347999999999999",NA,NA,"4","75","8","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.171999999999997",NA,NA,"4","75","9","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.001999999999995",NA,NA,"4","75","10","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.167000000000002",NA,NA,"4","75","11","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.171999999999997",NA,NA,"4","75","12","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.67",NA,NA,"4","75","13","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.835999999999999",NA,NA,"4","75","14","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.167000000000002",NA,NA,"4","75","15","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.167000000000002",NA,NA,"4","75","16","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.665000000000006",NA,NA,"4","75","17","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.332999999999998",NA,NA,"4","75","18","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.498999999999995",NA,NA,"4","75","19","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.665000000000006",NA,NA,"4","75","20","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermopriming.20","2","21","20/30","thermopriming.20degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.665000000000006",NA,NA,"4","75","21","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","1","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","2","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","3","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","4","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","7.048",NA,NA,"4","75","5","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","21.31",NA,NA,"4","75","6","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","50.497999999999998",NA,NA,"4","75","7","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","71.393000000000001",NA,NA,"4","75","8","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","80.182000000000002",NA,NA,"4","75","9","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","81.840999999999994",NA,NA,"4","75","10","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","82.835999999999999",NA,NA,"4","75","11","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.665000000000006",NA,NA,"4","75","12","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","84.66",NA,NA,"4","75","13","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","84.328000000000003",NA,NA,"4","75","14","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","84.494",NA,NA,"4","75","15","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","84.825999999999993",NA,NA,"4","75","16","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","85.158000000000001",NA,NA,"4","75","17","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","85.489000000000004",NA,NA,"4","75","18","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","85.489000000000004",NA,NA,"4","75","19","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","85.489000000000004",NA,NA,"4","75","20","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling.thermoprime.15","2","21","20/30","thermopriming.15degrees.3days","8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","85.655000000000001",NA,NA,"4","75","21","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","1","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","2","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","3","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","0",NA,NA,"4","75","4","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","1.0780000000000001",NA,NA,"4","75","5","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","3.5659999999999998",NA,NA,"4","75","6","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","20.315000000000001",NA,NA,"4","75","7","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","46.683",NA,NA,"4","75","8","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","74.046000000000006",NA,NA,"4","75","9","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","79.186999999999998",NA,NA,"4","75","10","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","83.831000000000003",NA,NA,"4","75","11","end of treatment","1.#39450",NA,"Picea glauca"
"liu13","exp2","JN","Picea","glauca",NA,"Y","N","Central Plateau, BC, Canada","55.05","125.03333333","875","North America",NA,"1994",NA,NA,NA,NA,NA,"moist.chilling","2","21","20/30",NA,"8",NA,NA,NA,"N",NA,"Y","water","1440","N","per.germ.cumulative","85.655000000000001",NA,NA,"4","75","12","end of treatment","1.#39450",NA,"Picea glauca"
