"","datasetID","study","genus","species","variety","provLatLonAlt","treatment","storageType","storageNoStratTemp","storageNoStratDur","storageDetails","scarifTypeGen","scarifTypeSpe","chemicalCor","chemicalConcent","soaking","soaked.in","soaking.duration","chillTemp","chillDuration","chillTempUnc","chillTempCycle","chillLightCycle","stratSequence_condensed","stratTemp_condensed","stratDur_condensed","germTempGen","germTemp","germDuration","germTempClass","germTempDay","germTempNight","germPhotoperiod","germPhotoperiodDay","germPhotoperiodNight","other.treatment","responseVar","responseValueNum","uniqueID","genusspecies","storConditions"
"15175","meyer95","exp1","Penstemon","confusus",NA,"37.236 -113.636 1350","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","84",NA,NA,NA,"cold","1","84","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",76,5564,"Penstemon_confusus","NA 21 NA"
"15170","meyer95","exp1","Penstemon","confusus",NA,"37.236 -113.636 1350","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","112",NA,NA,NA,"cold","1","112","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",84,5565,"Penstemon_confusus","NA 21 NA"
"15171","meyer95","exp1","Penstemon","confusus",NA,"37.236 -113.636 1350","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","168",NA,NA,NA,"cold","1","168","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",74,5566,"Penstemon_confusus","NA 21 NA"
"15268","meyer95","exp1","Penstemon","utahensis",NA,"35.989 -115.526 1510","control",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","28","constant",NA,NA,"24","24","0",NA,"percent.germ",44,5570,"Penstemon_utahensis","NA 21 NA"
"15271","meyer95","exp1","Penstemon","utahensis",NA,"35.989 -115.526 1510","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","28",NA,NA,NA,"cold","1","28","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",28,5571,"Penstemon_utahensis","NA 21 NA"
"15272","meyer95","exp1","Penstemon","utahensis",NA,"35.989 -115.526 1510","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","56",NA,NA,NA,"cold","1","56","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",76,5572,"Penstemon_utahensis","NA 21 NA"
"15274","meyer95","exp1","Penstemon","utahensis",NA,"35.989 -115.526 1510","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","84",NA,NA,NA,"cold","1","84","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",93,5573,"Penstemon_utahensis","NA 21 NA"
"15269","meyer95","exp1","Penstemon","utahensis",NA,"35.989 -115.526 1510","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","112",NA,NA,NA,"cold","1","112","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",87,5574,"Penstemon_utahensis","NA 21 NA"
"15270","meyer95","exp1","Penstemon","utahensis",NA,"35.989 -115.526 1510","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","168",NA,NA,NA,"cold","1","168","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",98,5575,"Penstemon_utahensis","NA 21 NA"
"15259","meyer95","exp1","Penstemon","utahensis",NA,"32.861 -91.388 1900","control",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","28","constant",NA,NA,"24","24","0",NA,"percent.germ",3,5579,"Penstemon_utahensis","NA 21 NA"
"15262","meyer95","exp1","Penstemon","utahensis",NA,"32.861 -91.388 1900","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","28",NA,NA,NA,"cold","1","28","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",7,5580,"Penstemon_utahensis","NA 21 NA"
"15263","meyer95","exp1","Penstemon","utahensis",NA,"32.861 -91.388 1900","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","56",NA,NA,NA,"cold","1","56","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",43,5581,"Penstemon_utahensis","NA 21 NA"
"15265","meyer95","exp1","Penstemon","utahensis",NA,"32.861 -91.388 1900","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","84",NA,NA,NA,"cold","1","84","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",86,5582,"Penstemon_utahensis","NA 21 NA"
"15260","meyer95","exp1","Penstemon","utahensis",NA,"32.861 -91.388 1900","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","112",NA,NA,NA,"cold","1","112","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",84,5583,"Penstemon_utahensis","NA 21 NA"
"15261","meyer95","exp1","Penstemon","utahensis",NA,"32.861 -91.388 1900","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","168",NA,NA,NA,"cold","1","168","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",76,5584,"Penstemon_utahensis","NA 21 NA"
"15277","meyer95","exp1","Penstemon","utahensis",NA,"38.824 -110.677 1980","control",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","28","constant",NA,NA,"24","24","0",NA,"percent.germ",0,5588,"Penstemon_utahensis","NA 21 NA"
"15280","meyer95","exp1","Penstemon","utahensis",NA,"38.824 -110.677 1980","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","28",NA,NA,NA,"cold","1","28","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",5,5589,"Penstemon_utahensis","NA 21 NA"
"15281","meyer95","exp1","Penstemon","utahensis",NA,"38.824 -110.677 1980","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","56",NA,NA,NA,"cold","1","56","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",47,5590,"Penstemon_utahensis","NA 21 NA"
"15283","meyer95","exp1","Penstemon","utahensis",NA,"38.824 -110.677 1980","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","84",NA,NA,NA,"cold","1","84","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",98,5591,"Penstemon_utahensis","NA 21 NA"
"15278","meyer95","exp1","Penstemon","utahensis",NA,"38.824 -110.677 1980","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","112",NA,NA,NA,"cold","1","112","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",95,5592,"Penstemon_utahensis","NA 21 NA"
"15279","meyer95","exp1","Penstemon","utahensis",NA,"38.824 -110.677 1980","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","168",NA,NA,NA,"cold","1","168","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",97,5593,"Penstemon_utahensis","NA 21 NA"
"15286","meyer95","exp1","Penstemon","utahensis",NA,"39.601 -110.81 1690","control",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","28","constant",NA,NA,"24","24","0",NA,"percent.germ",1,5597,"Penstemon_utahensis","NA 21 NA"
"15289","meyer95","exp1","Penstemon","utahensis",NA,"39.601 -110.81 1690","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","28",NA,NA,NA,"cold","1","28","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",11,5598,"Penstemon_utahensis","NA 21 NA"
"15290","meyer95","exp1","Penstemon","utahensis",NA,"39.601 -110.81 1690","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","56",NA,NA,NA,"cold","1","56","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",26,5599,"Penstemon_utahensis","NA 21 NA"
"15292","meyer95","exp1","Penstemon","utahensis",NA,"39.601 -110.81 1690","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","84",NA,NA,NA,"cold","1","84","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",97,5600,"Penstemon_utahensis","NA 21 NA"
"15287","meyer95","exp1","Penstemon","utahensis",NA,"39.601 -110.81 1690","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","112",NA,NA,NA,"cold","1","112","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",100,5601,"Penstemon_utahensis","NA 21 NA"
"15288","meyer95","exp1","Penstemon","utahensis",NA,"39.601 -110.81 1690","moist chilling",NA,"21",NA,NA,NA,NA,NA,"0","N",NA,NA,"1","168",NA,NA,NA,"cold","1","168","10","10/20","28","alternating","10","20","24","24","0",NA,"percent.germ",100,5602,"Penstemon_utahensis","NA 21 NA"
"17420","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",19.565,5743,"Ambrosia_artemisiifolia","room NA 21"
"17411","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",92.609,5745,"Ambrosia_artemisiifolia","room NA 21"
"17413","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",93.043,5746,"Ambrosia_artemisiifolia","room NA 21"
"17418","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",97.609,5747,"Ambrosia_artemisiifolia","room NA 21"
"17466","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",6.304,5748,"Ambrosia_artemisiifolia","room NA 21"
"17455","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",84.203,5750,"Ambrosia_artemisiifolia","room NA 21"
"17458","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",86.981,5751,"Ambrosia_artemisiifolia","room NA 21"
"17463","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",94.493,5752,"Ambrosia_artemisiifolia","room NA 21"
"17436","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",4.42,5753,"Ambrosia_artemisiifolia","room NA 21"
"17425","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",55.362,5755,"Ambrosia_artemisiifolia","room NA 21"
"17428","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",71.232,5756,"Ambrosia_artemisiifolia","room NA 21"
"17431","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",93.913,5757,"Ambrosia_artemisiifolia","room NA 21"
"17451","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",3.551,5758,"Ambrosia_artemisiifolia","room NA 21"
"17440","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",57.971,5760,"Ambrosia_artemisiifolia","room NA 21"
"17444","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",73.261,5761,"Ambrosia_artemisiifolia","room NA 21"
"17446","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","30","constant","25",NA,"12/12","12","12",NA,"percent.germ",93.696,5762,"Ambrosia_artemisiifolia","room NA 21"
"17419","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","15.108","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5763,"Ambrosia_artemisiifolia","room NA 21"
"17412","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","6.507","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5765,"Ambrosia_artemisiifolia","room NA 21"
"17415","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","5.539","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5766,"Ambrosia_artemisiifolia","room NA 21"
"17416","onen20","exp1","Ambrosia","artemisiifolia","L.","41.05 39.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","3.84","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5767,"Ambrosia_artemisiifolia","room NA 21"
"17464","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","14.627","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5768,"Ambrosia_artemisiifolia","room NA 21"
"17457","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","6.931","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5770,"Ambrosia_artemisiifolia","room NA 21"
"17460","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","5.265","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5771,"Ambrosia_artemisiifolia","room NA 21"
"17461","onen20","exp1","Ambrosia","artemisiifolia","L.","41.38 36.21 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","3.99","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5772,"Ambrosia_artemisiifolia","room NA 21"
"17434","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","17.569","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5773,"Ambrosia_artemisiifolia","room NA 21"
"17427","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","7.951","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5775,"Ambrosia_artemisiifolia","room NA 21"
"17430","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","6.127","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5776,"Ambrosia_artemisiifolia","room NA 21"
"17433","onen20","exp1","Ambrosia","artemisiifolia","L.","41.09 26.64 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","4.853","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5777,"Ambrosia_artemisiifolia","room NA 21"
"17449","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","control","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","25","16.843","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5778,"Ambrosia_artemisiifolia","room NA 21"
"17442","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","14",NA,NA,NA,"cold","4","14","25","25","7.853","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5780,"Ambrosia_artemisiifolia","room NA 21"
"17445","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","21",NA,NA,NA,"cold","4","21","25","25","6.52","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5781,"Ambrosia_artemisiifolia","room NA 21"
"17448","onen20","exp1","Ambrosia","artemisiifolia","L.","41.14 27.87 NA","cold stratification","room",NA,"21","room",NA,NA,NA,"0","N",NA,NA,"4","28",NA,NA,NA,"cold","4","28","25","25","4.01","constant","25",NA,"12/12","12","12",NA,"percent.germ",50,5782,"Ambrosia_artemisiifolia","room NA 21"
"18135","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","control",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",51,6316,"Betula_utilis","NA NA NA"
"18117","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","1",NA,NA,NA,"cold","4","1","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",16,6317,"Betula_utilis","NA NA NA"
"18123","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","2",NA,NA,NA,"cold","4","2","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",26,6318,"Betula_utilis","NA NA NA"
"18129","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","7",NA,NA,NA,"cold","4","7","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",44,6319,"Betula_utilis","NA NA NA"
"18138","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","control",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",49,6328,"Betula_utilis","NA NA NA"
"18120","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","1",NA,NA,NA,"cold","4","1","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",58,6329,"Betula_utilis","NA NA NA"
"18126","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","2",NA,NA,NA,"cold","4","2","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",56,6330,"Betula_utilis","NA NA NA"
"18132","phondani10","exp1","Betula","utilis",NA,"31.01277778 78.41333333 3250","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","7",NA,NA,NA,"cold","4","7","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",60,6331,"Betula_utilis","NA NA NA"
"18159","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","control",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",60,6340,"Betula_utilis","NA NA NA"
"18141","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","1",NA,NA,NA,"cold","4","1","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",34,6341,"Betula_utilis","NA NA NA"
"18147","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","2",NA,NA,NA,"cold","4","2","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",26,6342,"Betula_utilis","NA NA NA"
"18153","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","7",NA,NA,NA,"cold","4","7","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",46,6343,"Betula_utilis","NA NA NA"
"18162","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","control",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",65,6352,"Betula_utilis","NA NA NA"
"18144","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","1",NA,NA,NA,"cold","4","1","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",58,6353,"Betula_utilis","NA NA NA"
"18150","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","2",NA,NA,NA,"cold","4","2","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",58,6354,"Betula_utilis","NA NA NA"
"18156","phondani10","exp1","Betula","utilis",NA,"31.12111111 78.74111111 3065","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","7",NA,NA,NA,"cold","4","7","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",64,6355,"Betula_utilis","NA NA NA"
"18087","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","control",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",38,6364,"Betula_utilis","NA NA NA"
"18069","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","1",NA,NA,NA,"cold","4","1","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",14,6365,"Betula_utilis","NA NA NA"
"18075","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","2",NA,NA,NA,"cold","4","2","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",12,6366,"Betula_utilis","NA NA NA"
"18081","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","7",NA,NA,NA,"cold","4","7","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",36,6367,"Betula_utilis","NA NA NA"
"18090","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","control",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",47,6376,"Betula_utilis","NA NA NA"
"18072","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","1",NA,NA,NA,"cold","4","1","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",26,6377,"Betula_utilis","NA NA NA"
"18078","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","2",NA,NA,NA,"cold","4","2","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",54,6378,"Betula_utilis","NA NA NA"
"18084","phondani10","exp1","Betula","utilis",NA,"30.685 79.06083333 2900","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","7",NA,NA,NA,"cold","4","7","25","25","28","constant","25",NA,"0/24","0","24",NA,"percent.germ",44,6379,"Betula_utilis","NA NA NA"
"18063","phondani10","exp1","Betula","utilis",NA,"30.6675 79.58638889 2832","control",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",40,6388,"Betula_utilis","NA NA NA"
"18045","phondani10","exp1","Betula","utilis",NA,"30.6675 79.58638889 2832","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","1",NA,NA,NA,"cold","4","1","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",12,6389,"Betula_utilis","NA NA NA"
"18051","phondani10","exp1","Betula","utilis",NA,"30.6675 79.58638889 2832","chilling",NA,NA,NA,NA,NA,NA,NA,"0","Y","distilled water","1440","4","2",NA,NA,NA,"cold","4","2","15","15","28","constant","15",NA,"0/24","0","24",NA,"percent.germ",18,6390,"Betula_utilis","NA NA NA"
