"","datasetID","study","genus","species","variety","provLatLonAlt","treatment","storageType","storageNoStratTemp","storageNoStratDur","storageDetails","scarifTypeGen","scarifTypeSpe","chemicalCor","chemicalConcent","soaking","soaked.in","soaking.duration","chillTemp","chillDuration","chillTempUnc","chillTempCycle","chillLightCycle","stratSequence_condensed","stratTemp_condensed","stratDur_condensed","germTempGen","germTemp","germDuration","germTempClass","germTempDay","germTempNight","germPhotoperiod","germPhotoperiodDay","germPhotoperiodNight","other.treatment","responseVar","responseValueNum","uniqueID","genusspecies","storConditions"
"13238","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","14","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",87.705,1065,"Picea_glauca","NA NA NA"
"13239","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","15","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",87.887,1066,"Picea_glauca","NA NA NA"
"13240","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","16","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",87.523,1067,"Picea_glauca","NA NA NA"
"13241","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","17","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.069,1068,"Picea_glauca","NA NA NA"
"13242","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","18","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.069,1069,"Picea_glauca","NA NA NA"
"13243","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","19","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.069,1070,"Picea_glauca","NA NA NA"
"13245","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","20","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.251,1071,"Picea_glauca","NA NA NA"
"13246","liu13","exp2","Picea","glauca",NA,"50.25 -118.166667 1190","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","21","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.98,1072,"Picea_glauca","NA NA NA"
"13065","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","1","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1115,"Picea_glauca","NA NA NA"
"13076","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","2","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1116,"Picea_glauca","NA NA NA"
"13079","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","3","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1117,"Picea_glauca","NA NA NA"
"13080","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","4","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",1.197,1118,"Picea_glauca","NA NA NA"
"13081","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","5","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",10.405,1119,"Picea_glauca","NA NA NA"
"13082","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","6","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",47.606,1120,"Picea_glauca","NA NA NA"
"13083","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","7","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",82.413,1121,"Picea_glauca","NA NA NA"
"13084","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","8","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",91.989,1122,"Picea_glauca","NA NA NA"
"13085","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","9","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",96.961,1123,"Picea_glauca","NA NA NA"
"13066","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","10","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",96.593,1124,"Picea_glauca","NA NA NA"
"13067","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","11","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",96.961,1125,"Picea_glauca","NA NA NA"
"13068","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","12","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",96.041,1126,"Picea_glauca","NA NA NA"
"13069","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","13","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",96.777,1127,"Picea_glauca","NA NA NA"
"13070","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","14","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",96.961,1128,"Picea_glauca","NA NA NA"
"13071","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","15","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",97.145,1129,"Picea_glauca","NA NA NA"
"13072","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","16","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",97.33,1130,"Picea_glauca","NA NA NA"
"13073","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","17","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",97.145,1131,"Picea_glauca","NA NA NA"
"13074","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","18","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",97.33,1132,"Picea_glauca","NA NA NA"
"13075","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","19","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",97.33,1133,"Picea_glauca","NA NA NA"
"13077","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","20","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",97.514,1134,"Picea_glauca","NA NA NA"
"13078","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","21","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",98.066,1135,"Picea_glauca","NA NA NA"
"13107","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","1","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1178,"Picea_glauca","NA NA NA"
"13118","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","2","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1179,"Picea_glauca","NA NA NA"
"13121","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","3","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1180,"Picea_glauca","NA NA NA"
"13122","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","4","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1181,"Picea_glauca","NA NA NA"
"13123","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","5","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1182,"Picea_glauca","NA NA NA"
"13124","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","6","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",4.696,1183,"Picea_glauca","NA NA NA"
"13125","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","7","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",19.982,1184,"Picea_glauca","NA NA NA"
"13126","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","8","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",41.897,1185,"Picea_glauca","NA NA NA"
"13127","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","9","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",63.444,1186,"Picea_glauca","NA NA NA"
"13108","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","10","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",74.125,1187,"Picea_glauca","NA NA NA"
"13109","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","11","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",78.545,1188,"Picea_glauca","NA NA NA"
"13110","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","12","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",82.228,1189,"Picea_glauca","NA NA NA"
"13111","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","13","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",84.07,1190,"Picea_glauca","NA NA NA"
"13112","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","14","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",86.28,1191,"Picea_glauca","NA NA NA"
"13113","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","15","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",87.385,1192,"Picea_glauca","NA NA NA"
"13114","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","16","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.674,1193,"Picea_glauca","NA NA NA"
"13115","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","17","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.858,1194,"Picea_glauca","NA NA NA"
"13116","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","18","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.858,1195,"Picea_glauca","NA NA NA"
"13117","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","19","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",88.858,1196,"Picea_glauca","NA NA NA"
"13119","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","20","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",89.411,1197,"Picea_glauca","NA NA NA"
"13120","liu13","exp2","Picea","glauca",NA,"50.03333333 -128.75 1200","thermopriming.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440",NA,NA,NA,NA,NA,NA,NA,NA,"23.3333333333333","20/30","21","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",89.227,1198,"Picea_glauca","NA NA NA"
"13569","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","1","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1241,"Picea_glauca","NA NA NA"
"13580","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","2","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1242,"Picea_glauca","NA NA NA"
"13583","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","3","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1243,"Picea_glauca","NA NA NA"
"13584","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","4","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",0,1244,"Picea_glauca","NA NA NA"
"13585","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","5","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",7.048,1245,"Picea_glauca","NA NA NA"
"13586","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","6","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",21.31,1246,"Picea_glauca","NA NA NA"
"13587","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","7","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",50.498,1247,"Picea_glauca","NA NA NA"
"13588","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","8","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",71.393,1248,"Picea_glauca","NA NA NA"
"13589","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","9","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",80.182,1249,"Picea_glauca","NA NA NA"
"13570","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","10","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",81.841,1250,"Picea_glauca","NA NA NA"
"13571","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","11","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",82.836,1251,"Picea_glauca","NA NA NA"
"13572","liu13","exp2","Picea","glauca",NA,"55.05 -128.75 875","moist.chilling.thermoprime.15",NA,NA,NA,NA,NA,NA,NA,"0","Y","water","1440","2","21",NA,NA,NA,"cold","2","21","23.3333333333333","20/30","12","alternating","30","20","8/16","8","16","thermopriming.15degrees.3days","percent.germ",83.665,1252,"Picea_glauca","NA NA NA"
