Baskin Dormancy Database : Species Level Data,,,,,
,,,,,
1,Original Genus,Corrected Genus,Genus_species,Family,Dormancy Class
366,Allium,Allium,Allium_altissimum,Amaryllidaceae,PD
367,Allium,Allium,Allium_angulosum,Amaryllidaceae,PD
368,Allium,Allium,Allium_anisopodium,Amaryllidaceae,PD
369,Allium,Allium,Allium_bidentatum,Amaryllidaceae,PD
370,Allium,Allium,Allium_burdickii,Amaryllidaceae,MPD
371,Allium,Allium,Allium_canadense,Amaryllidaceae,PD
372,Allium,Allium,Allium_cernuum,Amaryllidaceae,PD
373,Allium,Allium,Allium_chrysanthum,Amaryllidaceae,PD
374,Allium,Allium,Allium_chrysocephalum,Amaryllidaceae,PD
375,Allium,Allium,Allium_cyanceum,Amaryllidaceae,PD
376,Allium,Allium,Allium_decipiens,Amaryllidaceae,PD
377,Allium,Allium,Allium_karataviense,Amaryllidaceae,PD
378,Allium,Allium,Allium_nigrum,Amaryllidaceae,PD
379,Allium,Allium,Allium_polyrhizum,Amaryllidaceae,PD
380,Allium,Allium,Allium_polyrrhizum,Amaryllidaceae,PD
381,Allium,Allium,Allium_przewalskianum,Amaryllidaceae,PD
382,Allium,Allium,Allium_rothii,Amaryllidaceae,PD
383,Allium,Allium,Allium_rude,Amaryllidaceae,PD
384,Allium,Allium,Allium_sewerzowii,Amaryllidaceae,PD
385,Allium,Allium,Allium_sikkimense,Amaryllidaceae,PD
386,Allium,Allium,Allium_staticiforme,Amaryllidaceae,PD
387,Allium,Allium,Allium_subhirsutum,Amaryllidaceae,PD
388,Allium,Allium,Allium_suworowii,Amaryllidaceae,PD
389,Allium,Allium,Allium_tenuissimum,Amaryllidaceae,PD
390,Allium,Allium,Allium_tricoccum,Amaryllidaceae,MPD
391,Allium,Allium,Allium_truncatum,Amaryllidaceae,PD
392,Allium,Allium,Allium_tuberosum,Amaryllidaceae,PD
393,Allium,Allium,Allium_ursinum,Amaryllidaceae,MPD
394,Allium,Allium,Allium_victorialis,Amaryllidaceae,MPD
395,Allium,Allium,Allium_victorialis,Amaryllidaceae,PD
396,Amaryllis,Amaryllis,Amaryllis_belladonna,Amaryllidaceae,MPD
397,Galanthus,Galanthus,Galanthus_nivalis,Amaryllidaceae,MPD
398,Hippeastrum,Hippeastrum,Hippeastrum_bifidum,Amaryllidaceae,MD
399,Hippeastrum,Hippeastrum,Hippeastrum_elegana,Amaryllidaceae,MD
400,Hippeastrum,Hippeastrum,Hippeastrum_elesii,Amaryllidaceae,MD
401,Hippeastrum,Hippeastrum,Hippeastrum_stylosum,Amaryllidaceae,MD
402,Hippeastrum,Hippeastrum,Hippeastrum_x hybridum,Amaryllidaceae,MD
403,Leucocoryne,Leucocoryne,Leucocoryne_coquimbensis,Amaryllidaceae,PD
404,Leucocoryne,Leucocoryne,Leucocoryne_ixioides,Amaryllidaceae,PD
405,Leucocoryne,Leucocoryne,Leucocoryne_purpurea,Amaryllidaceae,PD
406,Lycoris,Lycoris,Lycoris_sanguinea,Amaryllidaceae,MPD
407,Narcissus,Narcissus,Narcissus_angustifolius,Amaryllidaceae,MD
408,Narcissus,Narcissus,Narcissus_angustifolius,Amaryllidaceae,MPD
409,Narcissus,Narcissus,Narcissus_pseudonarcissus,Amaryllidaceae,MPD
410,Nerine,Nerine,Nerine_bowdenii,Amaryllidaceae,MPD
411,Nerine,Nerine,Nerine_sarniensis,Amaryllidaceae,MPD
412,Nothoscordum,Nothoscordum,Nothoscordum_bivalve,Amaryllidaceae,MPD
413,Pancratium,Pancratium,Pancratium_maritimum,Amaryllidaceae,MD
414,Phycella,Phycella,Phycella_australis,Amaryllidaceae,MPD
415,Placea,Placea,Placea_amoena,Amaryllidaceae,MPD
416,Placea,Placea,Placea_arzae,Amaryllidaceae,MPD
417,Rhodophiala,Rhodophiala,Rhodophiala_rhodolirion,Amaryllidaceae,MPD
418,Tulaghia,Tulbaghia,Tulaghia_violacea,Amaryllidaceae,MD
419,Zephyranthes,Zephyranthes,Zephyranthes_rosea,Amaryllidaceae,ND
420,Anacardium,Anacardium,Anacardium_excelsum,Anacardiaceae,ND
421,Anacardium,Anacardium,Anacardium_excelsum,Anacardiaceae,PD
422,Anacardium,Anacardium,Anacardium_giganteum,Anacardiaceae,ND
423,Anacardium,Anacardium,Anacardium_humile,Anacardiaceae,ND
424,Anacardium,Anacardium,Anacardium_occidentale,Anacardiaceae,ND
425,Anacardium,Anacardium,Anacardium_occidentale,Anacardiaceae,PD
426,Anacardium,Anacardium,Anacardium_othonianum,Anacardiaceae,PD
427,Anacardium,Anacardium,Anacardium_spruceanum,Anacardiaceae,ND
428,Antrocaryon,Antrocaryon,Antrocaryon_klaineanum,Anacardiaceae,PD
429,Antrocaryon,Antrocaryon,Antrocaryon_micraster,Anacardiaceae,PD
430,Antrocaryon,Antrocaryon,Antrocaryon_nannanii,Anacardiaceae,ND
431,Astronium,Astronium,Astronium_concinnum,Anacardiaceae,ND
432,Astronium,Astronium,Astronium_fraxinifolium,Anacardiaceae,ND
433,Astronium,Astronium,Astronium_fraxinifolium,Anacardiaceae,PD
434,Astronium,Astronium,Astronium_graveolens,Anacardiaceae,ND
435,Astronium,Astronium,Astronium_lecointei,Anacardiaceae,ND
436,Astronium,Astronium,Astronium_urundeuva,Anacardiaceae,ND
437,Astronium,Astronium,Astronium_urundeuva,Anacardiaceae,PD
438,Astronium,Astronium,Astronium_urundeuva,Anacardiaceae,PD
439,Astronium,Astronium,Astronium_urunduna,Anacardiaceae,ND
440,Astronium,Astronium,Astronium_urunduna,Anacardiaceae,PD
441,Blepharocarya,Blepharocarya,Blepharocarya_involucrigera,Anacardiaceae,ND
442,Bouea,Bouea,Bouea_macrophylla,Anacardiaceae,ND
443,Bouea,Bouea,Bouea_oppositifolia,Anacardiaceae,ND
444,Buchanania,Buchanania,Buchanania_arborescens,Anacardiaceae,PD
445,Buchanania,Buchanania,Buchanania_lanzan,Anacardiaceae,ND
446,Buchanania,Buchanania,Buchanania_lanzan,Anacardiaceae,PD
447,Buchanania,Buchanania,Buchanania_lanzan,Anacardiaceae,PD
448,Buchanania,Buchanania,Buchanania_latifolia,Anacardiaceae,ND
449,Buchanania,Buchanania,Buchanania_latifolia,Anacardiaceae,PD
450,Buchanania,Buchanania,Buchanania_obovata,Anacardiaceae,ND
451,Buchanania,Buchanania,Buchanania_obovata,Anacardiaceae,PD
452,Buchanania,Buchanania,Buchanania_sessifolia,Anacardiaceae,ND
453,Buchanania,Buchanania,Buchanania_sessifolia,Anacardiaceae,PD
454,Choerospondias,Choerospondias,Choerospondias_axillaris,Anacardiaceae,PD
455,Cotinus,Cotinus,Cotinus_coggygria,Anacardiaceae,PYPD
456,Cotinus,Cotinus,Cotinus_coggygria,Anacardiaceae,PYPD
457,Cotinus,Cotinus,Cotinus_obovatus,Anacardiaceae,PYPD
458,Dracontomelom,Dracontomelon,Dracontomelom_dao,Anacardiaceae,PD
459,Dracontomelom,Dracontomelon,Dracontomelom_duperreanum,Anacardiaceae,PD
460,Dracontomelom,Dracontomelon,Dracontomelom_mangiferum,Anacardiaceae,PD
461,Dracontomelum,Dracontomelon,Dracontomelum_dao,Anacardiaceae,PD
462,Drimycarpus,Drimycarpus,Drimycarpus_luridus,Anacardiaceae,PD
463,Gluta,Gluta,Gluta_elegans,Anacardiaceae,PD
464,Gluta,Gluta,Gluta_elegans,Anacardiaceae,PD
465,Gluta,Gluta,Gluta_obovata,Anacardiaceae,PD
466,Gluta,Gluta,Gluta_travencorica,Anacardiaceae,ND
467,Gluta,Gluta,Gluta_usitata,Anacardiaceae,ND
468,Harpephyllum,Harpephyllum,Harpephyllum_caffrum,Anacardiaceae,PD
469,Lannea,Lannea,Lannea_coromandelica,Anacardiaceae,PD
470,Lannea,Lannea,Lannea_grandis,Anacardiaceae,ND
471,Lannea,Lannea,Lannea_microcarpa,Anacardiaceae,PD
472,Lannea,Lannea,Lannea_schweinfurthii,Anacardiaceae,PD
473,Lannea,Lannea,Lannea_welsitschii,Anacardiaceae,ND
474,Lithraea,Lithraea,Lithraea_brasiliensis,Anacardiaceae,PD
475,Lithraea,Lithraea,Lithraea_caustica,Anacardiaceae,PD
476,Lithrea,Lithrea,Lithrea_caustica,Anacardiaceae,PD
477,Loxopterygium,Loxopterygium,Loxopterygium_guasango,Anacardiaceae,ND
478,Malosoma,Rhus,Malosoma_laurina,Anacardiaceae,PY
479,Mangifera,Mangifera,Mangifera_caesia,Anacardiaceae,PD
480,Mangifera,Mangifera,Mangifera_caloneura,Anacardiaceae,PD
481,Mangifera,Mangifera,Mangifera_foetida,Anacardiaceae,ND
482,Mangifera,Mangifera,Mangifera_gracilipes,Anacardiaceae,ND
483,Mangifera,Mangifera,Mangifera_griffithii,Anacardiaceae,ND
484,Mangifera,Mangifera,Mangifera_indica,Anacardiaceae,ND
485,Mangifera,Mangifera,Mangifera_odorata,Anacardiaceae,ND
486,Mangifera,Mangifera,Mangifera_odorata,Anacardiaceae,PD
487,Mangifera,Mangifera,Mangifera_persiciformis,Anacardiaceae,ND
488,Mangifera,Mangifera,Mangifera_quadrifida,Anacardiaceae,ND
489,Mangifera,Mangifera,Mangifera_quadrifida,Anacardiaceae,PD
490,Mangifera,Mangifera,Mangifera_sylvatica,Anacardiaceae,ND
491,Mangifera,Mangifera,Mangifera_sylvatica,Anacardiaceae,PD
492,Mangifera,Mangifera,Mangifera_zeylanica,Anacardiaceae,ND
493,Melanorrhoea,Gluta,Melanorrhoea_laccifera,Anacardiaceae,ND
494,Melanorrhoea,Gluta,Melanorrhoea_usitata,Anacardiaceae,nd
495,Metopium,Metopium,Metopium_brownii,Anacardiaceae,ND
496,Myracrodruon,Astronium,Myracrodruon_,Anacardiaceae,ND
497,Myracrodruon,Astronium,Myracrodruon_urundeuva,Anacardiaceae,ND
498,Myracrodruon,Astronium,Myracrodruon_urundeuva,Anacardiaceae,PD
499,Parishia,Parishia,Parishia_insignis,Anacardiaceae,ND
500,Pentaspadon,Pentaspadon,Pentaspadon_motleyi,Anacardiaceae,ND
501,Pentaspadon,Pentaspadon,Pentaspadon_officinalis,Anacardiaceae,ND
502,Pistacia,Pistacia,Pistacia_chinensis,Anacardiaceae,PD
503,Pistacia,Pistacia,Pistacia_khinjuk,Anacardiaceae,PD
504,Pistacia,Pistacia,Pistacia_khinjuk,Anacardiaceae,PD
505,Pistacia,Pistacia,Pistacia_lentiscus,Anacardiaceae,PD
506,Pistacia,Pistacia,Pistacia_mutica,Anacardiaceae,PD
507,Pistacia,Pistacia,Pistacia_terebinthus,Anacardiaceae,PD
508,Pleiogynium,Pleiogynium,Pleiogynium_timorense,Anacardiaceae,ND
509,Pleiogynium,Pleiogynium,Pleiogynium_timorense,Anacardiaceae,PD
510,Poupartia,Poupartia,Poupartia_amazonica,Anacardiaceae,PD
511,Pseudospondias,Pseudospondias,Pseudospondias_longifolia,Anacardiaceae,ND
512,Pseudospondias,Pseudospondias,Pseudospondias_microcarpa,Anacardiaceae,ND
513,Rhodosphaera,Rhodosphaera,Rhodosphaera_rhodanthema,Anacardiaceae,PD
514,Rhus,Rhus,Rhus_aromatica,Anacardiaceae,PYPD
515,Rhus,Rhus,Rhus_chinensis,Anacardiaceae,PY
516,Rhus,Rhus,Rhus_chinensis,Anacardiaceae,PY
517,Rhus,Rhus,Rhus_copallina,Anacardiaceae,PY
518,Rhus,Rhus,Rhus_coriaria,Anacardiaceae,PY
519,Rhus,Rhus,Rhus_glabra,Anacardiaceae,PY
520,Rhus,Rhus,Rhus_glutinosa,Anacardiaceae,PY
521,Rhus,Rhus,Rhus_integrifolia,Anacardiaceae,PY
522,Rhus,Rhus,Rhus_javonica,Anacardiaceae,PY
523,Rhus,Rhus,Rhus_lancea,Anacardiaceae,PY
524,Rhus,Rhus,Rhus_ovata,Anacardiaceae,PY
525,Rhus,Rhus,Rhus_parviflora,Anacardiaceae,PYPD
526,Rhus,Rhus,Rhus_potaninii,Anacardiaceae,PY
527,Rhus,Rhus,Rhus_punjabensis,Anacardiaceae,PY
528,Rhus,Rhus,Rhus_punjabensis,Anacardiaceae,PY
529,Rhus,Rhus,Rhus_rhetsoides,Anacardiaceae,ND
530,Rhus,Rhus,Rhus_rhetsoides,Anacardiaceae,PY
531,Rhus,Rhus,Rhus_sandwicensis,Anacardiaceae,PY
532,Rhus,Rhus,Rhus_succedaea,Anacardiaceae,ND
533,Rhus,Rhus,Rhus_succedanea,Anacardiaceae,PY
534,Rhus,Rhus,Rhus_toxicodendron,Anacardiaceae,PY
535,Rhus,Rhus,Rhus_trichocarpa,Anacardiaceae,PYPD
536,Rhus,Rhus,Rhus_triloba,Anacardiaceae,PY
537,Rhus,Rhus,Rhus_trilobata,Anacardiaceae,PY
538,Rhus,Rhus,Rhus_trilobata,Anacardiaceae,PYPD
539,Rhus,Rhus,Rhus_trilobata,Anacardiaceae,PYPD
540,Rhus,Rhus,Rhus_typhina,Anacardiaceae,PY
541,Rhus,Rhus,Rhus_virens,Anacardiaceae,PY
542,Rhus,Rhus,Rhus_virens,Anacardiaceae,PYPD
543,Rhus,Rhus,Rhus_wallichi,Anacardiaceae,PY
544,Schinopsis,Schinopsis,Schinopsis_balansae,Anacardiaceae,ND
545,Schinopsis,Schinopsis,Schinopsis_brasiliensis,Anacardiaceae,PD
546,Schinopsis,Schinopsis,Schinopsis_quebracho,Anacardiaceae,PD
547,Schinus,Schinus,Schinus_latifolius,Anacardiaceae,PD
548,Schinus,Schinus,Schinus_molle,Anacardiaceae,ND
549,Schinus,Schinus,Schinus_molle,Anacardiaceae,PD
550,Schinus,Schinus,Schinus_polygamus,Anacardiaceae,PD
551,Schinus,Schinus,Schinus_terebinthifolius,Anacardiaceae,PD
552,Sclerocarya,Sclerocarya,Sclerocarya_birrea,Anacardiaceae,PD
553,Sclerocarya,Sclerocarya,Sclerocarya_caffra,Anacardiaceae,PD
554,Semecarpus,Semecarpus,Semecarpus_anacardium,Anacardiaceae,ND
555,Semecarpus,Semecarpus,Semecarpus_anacardium,Anacardiaceae,PD
556,Semecarpus,Semecarpus,Semecarpus_cochinchinensis,Anacardiaceae,ND
557,Semecarpus,Semecarpus,Semecarpus_cochinchinensis,Anacardiaceae,PD
558,Semecarpus,Semecarpus,Semecarpus_obscura,Anacardiaceae,ND
559,Spondias,Spondias,Spondias_axillaris,Anacardiaceae,PD
560,Spondias,Spondias,Spondias_cytherea,Anacardiaceae,ND
561,Spondias,Spondias,Spondias_dulcis,Anacardiaceae,PD
562,Spondias,Spondias,Spondias_lutea,Anacardiaceae,PD
563,Spondias,Spondias,Spondias_macrocarpa,Anacardiaceae,ND
564,Spondias,Spondias,Spondias_mombin,Anacardiaceae,ND
565,Spondias,Spondias,Spondias_mombin,Anacardiaceae,PD
566,Spondias,Spondias,Spondias_pinnata,Anacardiaceae,PD
567,Spondias,Spondias,Spondias_purpurea,Anacardiaceae,ND
568,Spondias,Spondias,Spondias_purpurea,Anacardiaceae,PY
569,Spondias,Spondias,Spondias_radlkoferi,Anacardiaceae,PD
570,Spondias,Spondias,Spondias_tuberosa,Anacardiaceae,ND
571,Spondias,Spondias,Spondias_venulosa,Anacardiaceae,PD
572,Swintonia,Swintonia,Swintonia_spicifera,Anacardiaceae,ND
573,Swintonia,Swintonia,Swintonia_spicifera,Anacardiaceae,PD
574,Tapirira,Tapirira,Tapirira_guianensis,Anacardiaceae,ND
575,Tapirira,Tapirira,Tapirira_guianensis,Anacardiaceae,ND
576,Tapirira,Tapirira,Tapirira_obtusa,Anacardiaceae,ND
577,Tapirira,Tapirira,Tapirira_velutinifolia,Anacardiaceae,PD
578,Thyrsodium,Thyrsodium,Thyrsodium_spruceanum,Anacardiaceae,PD
579,Toxicodendron,Toxicodendron,Toxicodendron_diversifolia,Anacardiaceae,PY
580,Toxicodendron,Toxicodendron,Toxicodendron_diversilobum,Anacardiaceae,PY
581,Toxicodendron,Toxicodendron,Toxicodendron_vernicifluum,Anacardiaceae,PY
582,Toxicodendron,Toxicodendron,Toxicodendron_vernix,Anacardiaceae,PY
583,Trichoscypha,Trichoscypha,Trichoscypha_abut,Anacardiaceae,PD
584,Trichoscypha,Trichoscypha,Trichoscypha_acuminata,Anacardiaceae,PD
585,Trichoscypha,Trichoscypha,Trichoscypha_arborea,Anacardiaceae,ND
586,Trichoscypha,Trichoscypha,Trichoscypha_yapoensis,Anacardiaceae,ND
587,Anarthria,Anarthria,Anarthria_prolifera,Anarthriaceae,PD
588,Anarthria,Anarthria,Anarthria_scabra,Anarthriaceae,PD
589,Lyginia,Lyginia,Lyginia_imberbis,Anarthriaceae,PD
590,Anisophyllea,Anisophyllea,Anisophyllea_corneri,Anisophylleaceae,PD
591,Anisophyllea,Anisophyllea,Anisophyllea_disticha,Anisophylleaceae,PD
592,Anisophyllea,Anisophyllea,Anisophyllea_grandis,Anisophylleaceae,PD
593,Anisophyllea,Anisophyllea,Anisophyllea_griffithii,Anisophylleaceae,PD
594,Poga,Poga,Poga_oleosa,Anisophylleaceae,PD
595,Alphonsea,Alphonsea,Alphonsea_boniana,Annonaceae,MPD
596,Annona,Annona,Annona_cherimola,Annonaceae,MPD
597,Annona,Annona,Annona_coriacea,Annonaceae,MPD
598,Annona,Annona,Annona_crassiflora,Annonaceae,MPD
599,Annona,Annona,Annona_glabra,Annonaceae,MPD
600,Annona,Annona,Annona_hypoglauca,Annonaceae,MPD
601,Annona,Annona,Annona_montana,Annonaceae,MPD
602,Annona,Annona,Annona_muricata,Annonaceae,MD
603,Annona,Annona,Annona_nitida,Annonaceae,MPD
604,Annona,Annona,Annona_spraguei,Annonaceae,MPD
605,Annona,Annona,Annona_squamosa,Annonaceae,MPD
606,Annona,Annona,Annona_squamosa,Annonaceae,MPD
607,Anonidium,Anonidium,Anonidium_mannii,Annonaceae,MD
608,Asimina,Asimina,Asimina_triloba,Annonaceae,MPD
609,Bocageopsis,Bocageopsis,Bocageopsis_multiflora,Annonaceae,MPD
610,Cananga,Cananga,Cananga_odorata,Annonaceae,MPD
611,Cardiopetalum,Cardiopetalum,Cardiopetalum_calophyllum,Annonaceae,MPD
612,Cleistopholis,Cleistopholis,Cleistopholis_patens,Annonaceae,MPD
613,Cyathocalyx,Cyathocalyx,Cyathocalyx_pruniferus,Annonaceae,MPD
614,Cymbopetalum,Cymbopetalum,Cymbopetalum_baillonii,Annonaceae,MPD
615,Deeringothamnus,Deeringothamnus,Deeringothamnus_rugelii,Annonaceae,MPD
616,Desmopsis,Desmopsis,Desmopsis_panamensis,Annonaceae,MPD
617,Desmos,Desmos,Desmos_chinensis,Annonaceae,MPD
618,Duguetia,Duguetia,Duguetia_lanceolata,Annonaceae,MPD
619,Enantia,Annickia,Enantia_polycarpa,Annonaceae,MPD
620,Goniothalamus,Goniothalamus,Goniothalamus_griffithii,Annonaceae,MPD
621,Goniothalamus,Goniothalamus,Goniothalamus_tortilipetalus,Annonaceae,MPD
622,Guatteria,Guatteria,Guatteria_citriodora,Annonaceae,MPD
623,Guatteria,Guatteria,Guatteria_dumetorum,Annonaceae,MPD
624,Guatteria,Guatteria,Guatteria_nigrescens,Annonaceae,MPD
625,Hexalobus,Hexalobus,Hexalobus_crispiflorus,Annonaceae,MPD
626,Malmea,Malmea,Malmea_depressa,Annonaceae,MD
627,Mezzettia,Mezzettia,Mezzettia_leptopoda,Annonaceae,MPD
628,Miliusa,Miliusa,Miliusa_tectona,Annonaceae,MD
629,Miliusa,Miliusa,Miliusa_tectona,Annonaceae,MPD
630,Miliusa,Miliusa,Miliusa_velutina,Annonaceae,MPD
631,Mitrephora,Mitrephora,Mitrephora_maingayi,Annonaceae,MPD
632,Monocarpia,Monocarpia,Monocarpia_marginalis,Annonaceae,MPD
633,Monodora,Monodora,Monodora_myristica,Annonaceae,MD
634,Monodora,Monodora,Monodora_tenuifolia,Annonaceae,MD
635,Pachypodanthium,Pachypodanthium,Pachypodanthium_barteri,Annonaceae,MD
636,Pachypodanthium,Pachypodanthium,Pachypodanthium_staudtii,Annonaceae,MD
637,Phaeanthus,Phaeanthus,Phaeanthus_opthalamicus,Annonaceae,MPD
638,Polyalthia,Polyalthia,Polyalthia_cauliflora,Annonaceae,MPD
639,Polyalthia,Polyalthia,Polyalthia_cinnamomea,Annonaceae,MPD
640,Polyalthia,Polyalthia,Polyalthia_glauca,Annonaceae,MPD
641,Polyalthia,Polyalthia,Polyalthia_jenkensii,Annonaceae,MD
642,Polyalthia,Polyalthia,Polyalthia_jenkensii,Annonaceae,MPD
643,Polyalthia,Polyalthia,Polyalthia_littoralis,Annonaceae,MPD
644,Polyalthia,Polyalthia,Polyalthia_longifolia,Annonaceae,MPD
645,Polyalthia,Polyalthia,Polyalthia_sclerophylla,Annonaceae,MPD
646,Polyalthia,Polyalthia,Polyalthia_simuarum,Annonaceae,MPD
647,Polyalthia,Polyalthia,Polyalthia_suaveolens,Annonaceae,MPD
648,Polyalthia,Polyalthia,Polyalthia_sumatrana,Annonaceae,MPD
649,Porcelia,Porcelia,Porcelia_macrocarpa,Annonaceae,MPD
650,Rollinia,Rollinia,Rollinia_microsepala,Annonaceae,MD
651,Rollinia,Rollinia,Rollinia_mucosa,Annonaceae,MPD
652,Sageraea,Sageraea,Sageraea_elliptica,Annonaceae,MD
653,Unonopsis,Unonopsis,Unonopsis_lindmanii,Annonaceae,MPD
654,Unonopsis,Unonopsis,Unonopsis_pittieri,Annonaceae,MPD
655,Uvariastrum,Uvariastrum,Uvariastrum_insculptum,Annonaceae,MD
656,Xylopia,Xylopia,Xylopia_aethiopica,Annonaceae,MD
657,Xylopia,Xylopia,Xylopia_aethiopica,Annonaceae,MPD
658,Xylopia,Xylopia,Xylopia_aromatica,Annonaceae,MPD
659,Xylopia,Xylopia,Xylopia_aromatica,Annonaceae,MPD
660,Xylopia,Xylopia,Xylopia_caudata,Annonaceae,MPD
661,Xylopia,Xylopia,Xylopia_frutescens,Annonaceae,MPD
662,Xylopia,Xylopia,Xylopia_frutescens,Annonaceae,MPD
663,Xylopia,Xylopia,Xylopia_malayana,Annonaceae,MPD
664,Xylopia,Xylopia,Xylopia_quintasii,Annonaceae,MD
665,Xylopia,Xylopia,Xylopia_quintasii,Annonaceae,MPD
666,Xylopia,Xylopia,Xylopia_rubescens,Annonaceae,MPD
667,Xylopia,Xylopia,Xylopia_sericea,Annonaceae,MPD
668,Xylopia,Xylopia,Xylopia_staudtii,Annonaceae,MD
669,Xylopia,Xylopia,Xylopia_xericophylla,Annonaceae,MPD
670,Xylopiastrum,Xylopia,Xylopiastrum_villosum,Annonaceae,MPD
671,Aphanopetalum,Aphanopetalum,Aphanopetalum_clematideum,Aphanopetalaceae,ND
672,Acronema,Acronema,Acronema_chinense,Apiaceae,MPD
673,Actinotus,Actinotus,Actinotus_helianthi,Apiaceae,MPD
674,Actinotus,Actinotus,Actinotus_leucocephalus,Apiaceae,MPD
675,Aegopodium,Aegopodium,Aegopodium_podagraria,Apiaceae,MPD
676,Aethusa,Aethusa,Aethusa_cynapium,Apiaceae,MPD
677,Alepidea,Alepidea,Alepidea_amatymbica,Apiaceae,MPD
678,Alepidea,Alepidea,Alepidea_natalensis,Apiaceae,MPD
679,Angelica,Angelica,Angelica_archangelica,Apiaceae,MPD
680,Angelica,Angelica,Angelica_archangelica,Apiaceae,MPD
681,Angelica,Angelica,Angelica_atropurpurea,Apiaceae,MPD
682,Angelica,Angelica,Angelica_dahurica,Apiaceae,MPD
683,Angelica,Angelica,Angelica_dahurica,Apiaceae,MPD
684,Angelica,Angelica,Angelica_decursiva,Apiaceae,MPD
685,Angelica,Angelica,Angelica_glauca,Apiaceae,MPD
686,Angelica,Angelica,Angelica_japonica,Apiaceae,MD
687,Angelica,Angelica,Angelica_nitida,Apiaceae,MPD
688,Angelica,Angelica,Angelica_sylvestris,Apiaceae,MPD
689,Angelica,Angelica,Angelica_sylvestris,Apiaceae,MPD
690,Anthriscus,Anthriscus,Anthriscus_caucalis,Apiaceae,MPD
691,Anthriscus,Anthriscus,Anthriscus_sylvestris,Apiaceae,MPD
692,Anthriscus,Anthriscus,Anthriscus_vulgaris,Apiaceae,MPD
693,Apium,Apium,Apium_prostratum,Apiaceae,MD
694,Apium,Apium,Apium_repens,Apiaceae,MPD
695,Azorella,Azorella,Azorella_compacta,Apiaceae,MPD
696,Bunium,Bunium,Bunium_percicum,Apiaceae,PD
697,Bunium,Bunium,Bunium_persicum,Apiaceae,MPD
698,Bupleurum,Bupleurum,Bupleurum_boissieuanum,Apiaceae,MPD
699,Bupleurum,Bupleurum,Bupleurum_chinense,Apiaceae,MPD
700,Bupleurum,Bupleurum,Bupleurum_chinense,Apiaceae,MPD
701,Bupleurum,Bupleurum,Bupleurum_commelynoideum,Apiaceae,MD
702,Bupleurum,Bupleurum,Bupleurum_kakiskalae,Apiaceae,MPD
703,Bupleurum,Bupleurum,Bupleurum_longiradiatum,Apiaceae,MPD
704,Bupleurum,Bupleurum,Bupleurum_rotundifolium,Apiaceae,MPD
705,Bupleurum,Bupleurum,Bupleurum_smithii,Apiaceae,MPD
706,Bupleurum,Bupleurum,Bupleurum_yinchowense,Apiaceae,MPD
707,Carum,Carum,Carum_buriaticum,Apiaceae,MPD
708,Carum,Carum,Carum_carvi,Apiaceae,MPD
709,Caucalis,Caucalis,Caucalis_platycarpos,Apiaceae,MPD
710,Chaerophyllum,Chaerophyllum,Chaerophyllum_bulbosum,Apiaceae,MPD
711,Chaerophyllum,Chaerophyllum,Chaerophyllum_bulbosum,Apiaceae,MPD
712,Chaerophyllum,Chaerophyllum,Chaerophyllum_procumbens,Apiaceae,MPD
713,Chaerophyllum,Chaerophyllum,Chaerophyllum_tainturieri,Apiaceae,MPD
714,Chaerophyllum,Chaerophyllum,Chaerophyllum_temulentum,Apiaceae,MPD
715,Chaerophyllum,Chaerophyllum,Chaerophyllum_temulum,Apiaceae,MPD
716,Chamaesium,Chamaesium,Chamaesium_paradoxum,Apiaceae,MPD
717,Changium,Changium,Changium_smyrnioides,Apiaceae,MPD
718,Cicuta,Cicuta,Cicuta_maculata,Apiaceae,MD
719,Cicuta,Cicuta,Cicuta_maculata,Apiaceae,MPD
720,Cicuta,Cicuta,Cicuta_virosa,Apiaceae,MPD
721,Cnidium,Cnidium,Cnidium_monnier,Apiaceae,MPD
722,Conium,Conium,Conium_maculatumd,Apiaceae,MD
723,Conopodium,Conopodium,Conopodium_majus,Apiaceae,MPD
724,Conopodium,Conopodium,Conopodium_smyrnioides,Apiaceae,MPD
725,Coriandrum,Coriandrum,Coriandrum_sativum,Apiaceae,MPD
726,Crithmum,Crithmum,Crithmum_maritimum,Apiaceae,MPD
727,Cryptotaenia,Cryptotaenia,Cryptotaenia_canadensis,Apiaceae,MPD
728,Cryptotaenia,Cryptotaenia,Cryptotaenia_elegans,Apiaceae,MPD
729,Cyclospermum,Cyclospermum,Cyclospermum_leptophyllum,Apiaceae,MPD
730,Cymopterus,Cymopterus,Cymopterus_acaulis,Apiaceae,MD
731,Daucus,Daucus,Daucus_carota,Apiaceae,MD
732,Daucus,Daucus,Daucus_carota,Apiaceae,MD
733,Daucus,Daucus,Daucus_pusillus*,Apiaceae,MPD
734,Diplotaenia,Diplotaenia,Diplotaenia_damavandica,Apiaceae,MPD
735,Diplotaenia,Diplotaenia,Diplotaenia_damavandica,Apiaceae,MPD
736,Erigenia,Erigenia,Erigenia_bulbosa,Apiaceae,MPD
737,Eryngium,Eryngium,Eryngium_armatum,Apiaceae,MPD
738,Eryngium,Eryngium,Eryngium_creticum*,Apiaceae,MPD
739,Eryngium,Eryngium,Eryngium_maritimum,Apiaceae,MPD
740,Eryngium,Eryngium,Eryngium_petiolatum,Apiaceae,MD
741,Eryngium,Eryngium,Eryngium_yuccifolium,Apiaceae,MPD
