Baskin Dormancy Database : Species Level Data,,,,,
,,,,,
1,Original Genus,Corrected Genus,Genus_species,Family,Dormancy Class
4190,Carex,Carex,Carex_strigosa,Cyperaceae,PD
4191,Carex,Carex,Carex_sylvatica,Cyperaceae,PD
4192,Carex,Carex,Carex_trifida,Cyperaceae,PD
4193,Carex,Carex,Carex_tuckermani,Cyperaceae,PD
4194,Carex,Carex,Carex_tumicola,Cyperaceae,PD
4195,Carex,Carex,Carex_unilateralis,Cyperaceae,PD
4196,Carex,Carex,Carex_utriculata,Cyperaceae,PD
4197,Carex,Carex,Carex_vesicaria,Cyperaceae,PD
4198,Carex,Carex,Carex_viridula,Cyperaceae,PD
4199,Carex,Carex,Carex_viridula,Cyperaceae,PD
4200,Carex,Carex,Carex_vulpinoidea,Cyperaceae,PD
4201,Carex,Carex,Carex_wahuensis,Cyperaceae,PD
4202,Carex,Carex,Carex_xerantica,Cyperaceae,ND
4203,Cyperus,Cyperus,Cyperus_aristatus,Cyperaceae,PD
4204,Cyperus,Cyperus,Cyperus_diandrus,Cyperaceae,PD
4205,Cyperus,Cyperus,Cyperus_erythrorhizos,Cyperaceae,PD
4206,Cyperus,Cyperus,Cyperus_esculentus,Cyperaceae,PD
4207,Cyperus,Cyperus,Cyperus_flavicomus,Cyperaceae,PD
4208,Cyperus,Cyperus,Cyperus_granitophilous,Cyperaceae,PD
4209,Cyperus,Cyperus,Cyperus_iria,Cyperaceae,PD
4210,Cyperus,Cyperus,Cyperus_odoratus,Cyperaceae,PD
4211,Cyperus,Cyperus,Cyperus_odoratus,Cyperaceae,PD
4212,Cyperus,Cyperus,Cyperus_papyrus,Cyperaceae,ND
4213,Cyperus,Cyperus,Cyperus_rivularis,Cyperaceae,PD
4214,Cyperus,Cyperus,Cyperus_rotundus,Cyperaceae,PD
4215,Cyperus,Cyperus,Cyperus_schweinitzii,Cyperaceae,PD
4216,Cyperus,Cyperus,Cyperus_scoparia,Cyperaceae,PD
4217,Cyperus,Cyperus,Cyperus_sesquiflorus,Cyperaceae,PD
4218,Cyperus,Cyperus,Cyperus_sphacelatus,Cyperaceae,ND
4219,Cyperus,Cyperus,Cyperus_squarrosus,Cyperaceae,PD
4220,Cyperus,Cyperus,Cyperus_ustulatus,Cyperaceae,PD
4221,Dulichium,Dulichium,Dulichium_aurundinaceum,Cyperaceae,PD
4222,Eleocharis,Eleocharis,Eleocharis_acicularis,Cyperaceae,PD
4223,Eleocharis,Eleocharis,Eleocharis_acuta,Cyperaceae,PD
4224,Eleocharis,Eleocharis,Eleocharis_cellulosa,Cyperaceae,PD
4225,Eleocharis,Eleocharis,Eleocharis_coloradoensis,Cyperaceae,PD
4226,Eleocharis,Eleocharis,Eleocharis_dietrichiana,Cyperaceae,PD
4227,Eleocharis,Eleocharis,Eleocharis_keigheryi,Cyperaceae,PD
4228,Eleocharis,Eleocharis,Eleocharis_obtusa,Cyperaceae,PD
4229,Eleocharis,Eleocharis,Eleocharis_palustris,Cyperaceae,PD
4230,Eleocharis,Eleocharis,Eleocharis_pusilla,Cyperaceae,PD
4231,Eleocharis,Eleocharis,Eleocharis_sphacelata,Cyperaceae,PD
4232,Eleocharis,Eleocharis,Eleocharis_wichurae,Cyperaceae,PD
4233,Eriophorum,Eriophorum,Eriophorum_latifolium,Cyperaceae,PD
4234,Fimbristylis,Fimbristylis,Fimbristylis_autumnalis,Cyperaceae,PD
4235,Fimbristylis,Fimbristylis,Fimbristylis_composita,Cyperaceae,PD
4236,Fimbristylis,Fimbristylis,Fimbristylis_vahlii,Cyperaceae,PD
4237,Gahnia,Gahnia,Gahnia_beecheyi,Cyperaceae,PD
4238,Gahnia,Gahnia,Gahnia_gahniiformis,Cyperaceae,PD
4239,Gahnia,Gahnia,Gahnia_lanigera,Cyperaceae,PD
4240,Gahnia,Gahnia,Gahnia_rigida,Cyperaceae,PD
4241,Gahnia,Gahnia,Gahnia_setifolia,Cyperaceae,PD
4242,Gahnia,Gahnia,Gahnia_sieberiana,Cyperaceae,PD
4243,Isolepis,Isolepis,Isolepis_marginata,Cyperaceae,PD
4244,Kobresia,Kobresia,Kobresia_capilifolia,Cyperaceae,PD
4245,Kobresia,Kobresia,Kobresia_kansuensis,Cyperaceae,PD
4246,Kobresia,Kobresia,Kobresia_myosuroides,Cyperaceae,PD
4247,Kobresia,Kobresia,Kobresia_royleana,Cyperaceae,PD
4248,Kyllinga,Kyllinga,Kyllinga_brevifolia,Cyperaceae,ND
4249,Kyllinga,Kyllinga,Kyllinga_brevifolia,Cyperaceae,ND
4250,Lepidosperma,Lepidosperma,Lepidosperma_concavum,Cyperaceae,PD
4251,Lepidosperma,Lepidosperma,Lepidosperma_drummondii,Cyperaceae,PD
4252,Lepidosperma,Lepidosperma,Lepidosperma_gladiatum,Cyperaceae,PD
4253,Lepidosperma,Lepidosperma,Lepidosperma_laterale,Cyperaceae,PD
4254,Lepidosperma,Lepidosperma,Lepidosperma_longitudinale,Cyperaceae,PD
4255,Lepidosperma,Lepidosperma,Lepidosperma_tenue,Cyperaceae,PD
4256,Lepironia,Lepironia,Lepironia_articulata,Cyperaceae,PD
4257,Machaerina,Machaerina,Machaerina_angustifolia,Cyperaceae,ND
4258,Machaerina,Machaerina,Machaerina_angustifolia,Cyperaceae,PD
4259,Machaerina,Machaerina,Machaerina_mariscoides,Cyperaceae,PD
4260,Machaerina,Machaerina,Machaerina_scirpoidea,Cyperaceae,PD
4261,Mariscus,Mariscus,Mariscus_alternifolius,Cyperaceae,ND
4262,Mariscus,Mariscus,Mariscus_flabelliformis,Cyperaceae,ND
4263,Mariscus,Mariscus,Mariscus_flabelliformis,Cyperaceae,PD
4264,Mariscus,Mariscus,Mariscus_hillebrandii,Cyperaceae,PD
4265,Reedia,Reedia,Reedia_spathacea,Cyperaceae,PD
4266,Rhyncospora,Rhynchospora,Rhyncospora_capillacea,Cyperaceae,PD
4267,Rhyncospora,Rhynchospora,Rhyncospora_tracyi,Cyperaceae,PD
4268,Schenoplectus,Schoenoplectus,Schenoplectus_hallii,Cyperaceae,PD
4269,Schenoplectus,Schoenoplectus,Schenoplectus_purshianus,Cyperaceae,PD
4270,Schoenoplectus,Schoenoplectus,Schoenoplectus_hallii,Cyperaceae,PD
4271,Schoenoplectus,Schoenoplectus,Schoenoplectus_purshiana,Cyperaceae,PD
4272,Schoenus,Schoenus,Schoenus_nigricans,Cyperaceae,PD
4273,Schoenus,Schoenus,Schoenus_nigricans,Cyperaceae,PD
4274,Scirpus,Scirpus,Scirpus_acutus,Cyperaceae,PD
4275,Scirpus,Scirpus,Scirpus_americana,Cyperaceae,PD
4276,Scirpus,Scirpus,Scirpus_americanus,Cyperaceae,PD
4277,Scirpus,Scirpus,Scirpus_articulatus,Cyperaceae,PD
4278,Scirpus,Scirpus,Scirpus_atrovirens,Cyperaceae,PD
4279,Scirpus,Scirpus,Scirpus_cyperinus,Cyperaceae,PD
4280,Scirpus,Scirpus,Scirpus_distigmaticus,Cyperaceae,PD
4281,Scirpus,Scirpus,Scirpus_eriophorum,Cyperaceae,PD
4282,Scirpus,Scirpus,Scirpus_fluviatalis,Cyperaceae,PD
4283,Scirpus,Scirpus,Scirpus_juncoides,Cyperaceae,PD
4284,Scirpus,Scirpus,Scirpus_lacustris,Cyperaceae,PD
4285,Scirpus,Scirpus,Scirpus_lineatus,Cyperaceae,PD
4286,Scirpus,Scirpus,Scirpus_maritimus,Cyperaceae,ND
4287,Scirpus,Scirpus,Scirpus_maritimus,Cyperaceae,PD
4288,Scirpus,Scirpus,Scirpus_maritimus,Cyperaceae,PD
4289,Scirpus,Scirpus,Scirpus_microcarpus,Cyperaceae,PD
4290,Scirpus,Scirpus,Scirpus_mitsukurianus,Cyperaceae,PD
4291,Scirpus,Scirpus,Scirpus_mucronatus,Cyperaceae,PD
4292,Scirpus,Scirpus,Scirpus_olneyi,Cyperaceae,PD
4293,Scirpus,Scirpus,Scirpus_paludosus,Cyperaceae,PD
4294,Scirpus,Scirpus,Scirpus_pedicellatus,Cyperaceae,PD
4295,Scirpus,Scirpus,Scirpus_purshianus,Cyperaceae,PD
4296,Scirpus,Scirpus,Scirpus_robustus,Cyperaceae,PD
4297,Scirpus,Scirpus,Scirpus_robustus,Cyperaceae,PD
4298,Scirpus,Scirpus,Scirpus_setaceus,Cyperaceae,PD
4299,Scirpus,Scirpus,Scirpus_smithii,Cyperaceae,PD
4300,Scirpus,Scirpus,Scirpus_tabernaemontani,Cyperaceae,PD
4301,Scirpus,Scirpus,Scirpus_triqueter,Cyperaceae,pd
4302,Scirpus,Scirpus,Scirpus_validus,Cyperaceae,PD
4303,Scirpus,Scirpus,Scirpus_wallichii,Cyperaceae,PD
4304,Tetraria,Tetraria,Tetraria_capillaris,Cyperaceae,PD
4305,Tetraria,Tetraria,Tetraria_octandra,Cyperaceae,PD
4306,Trichophorum,Trichophorum,Trichophorum_alpinum,Cyperaceae,PD
4307,,,,Cytinaceae,DUST
4308,Daphniphyllum,Daphniphyllum,Daphniphyllum_glaucescens,Daphniphyllaceae,MPD
4309,Daphniphyllum,Daphniphyllum,Daphniphyllum_neilgrensis,Daphniphyllaceae,MPD
4310,Daphyniphyllum,Daphniphyllum,Daphyniphyllum_himalaense,Daphniphyllaceae,MPD
4311,Calectasia,Calectasia,Calectasia_cyanea,Dasypogonaceae,MPD
4312,Dasypogon,Dasypogon,Dasypogon_bromeliifolius,Dasypogonaceae,MPD
4313,Kingia,Kingia,Kingia_australis,Dasypogonaceae,PD
4314,Diapensia,Diapensia,Diapensia_lapponica,Diapensiaceae,PD
4315,Diapensia,Diapensia,Diapensia_lapponica,Diapensiaceae,PD
4316,Shortia,Shortia,Shortia_galacifolia,Diapensiaceae,ND
4317,Dichapetalum,Dichapetalum,Dichapetalum_guineense,Dichapetalaceae,PD
4318,Dichapetalum,Dichapetalum,Dichapetalum_heudelotii,Dichapetalaceae,ND
4319,Dichapetalum,Dichapetalum,Dichapetalum_monbuttense,Dichapetalaceae,PD
4320,Dichapetalum,Dichapetalum,Dichapetalum_thollonii,Dichapetalaceae,PD
4321,Dichapetalum,Dichapetalum,Dichapetalum_unguiculatum,Dichapetalaceae,PD
4322,Curatella,Curatella,Curatella_americana,Dilleniaceae,MD
4323,Davilla,Davilla,Davilla_nitida,Dilleniaceae,MPD
4324,Dillenia,Dillenia,Dillenia_albiflorus,Dilleniaceae,MPD
4325,Dillenia,Dillenia,Dillenia_excelsa,Dilleniaceae,MPD
4326,Dillenia,Dillenia,Dillenia_eximia,Dilleniaceae,MPD
4327,Dillenia,Dillenia,Dillenia_grandifolia,Dilleniaceae,MPD
4328,Dillenia,Dillenia,Dillenia_indica,Dilleniaceae,MPD
4329,Dillenia,Dillenia,Dillenia_obovata,Dilleniaceae,MPD
4330,Dillenia,Dillenia,Dillenia_ovata,Dilleniaceae,MPD
4331,Dillenia,Dillenia,Dillenia_parviflora,Dilleniaceae,MPD
4332,Dillenia,Dillenia,Dillenia_suffructicosa,Dilleniaceae,MPD
4333,Dillenia,Dillenia,Dillenia_sumatrana,Dilleniaceae,MPD
4334,Doliocarpus,Doliocarpus,Doliocarpus_dentatus,Dilleniaceae,MPD
4335,Doliocarpus,Doliocarpus,Doliocarpus_major,Dilleniaceae,MPD
4336,Doliocarpus,Doliocarpus,Doliocarpus_olivaceus,Dilleniaceae,MPD
4337,Doliocarpus,Doliocarpus,Doliocarpus_spraguei,Dilleniaceae,MD
4338,Hibbertia,Hibbertia,Hibbertia_amplexicaulis,Dilleniaceae,MPD
4339,Hibbertia,Hibbertia,Hibbertia_aurea,Dilleniaceae,MPD
4340,Hibbertia,Hibbertia,Hibbertia_commutata,Dilleniaceae,MPD
4341,Hibbertia,Hibbertia,Hibbertia_cuneiformis,Dilleniaceae,MPD
4342,Hibbertia,Hibbertia,Hibbertia_cunninghamii,Dilleniaceae,MPD
4343,Hibbertia,Hibbertia,Hibbertia_huegelii,Dilleniaceae,MPD
4344,Hibbertia,Hibbertia,Hibbertia_hypericoides,Dilleniaceae,MPD
4345,Hibbertia,Hibbertia,Hibbertia_miniata,Dilleniaceae,MPD
4346,Hibbertia,Hibbertia,Hibbertia_montana,Dilleniaceae,MPD
4347,Hibbertia,Hibbertia,Hibbertia_obtusifolia,Dilleniaceae,MPD
4348,Hibbertia,Hibbertia,Hibbertia_ovata,Dilleniaceae,MPD
4349,Hibbertia,Hibbertia,Hibbertia_perfoliata,Dilleniaceae,MPD
4350,Hibbertia,Hibbertia,Hibbertia_riparia,Dilleniaceae,MPD
4351,Hibbertia,Hibbertia,Hibbertia_scandens,Dilleniaceae,MPD
4352,Hibbertia,Hibbertia,Hibbertia_spicata,Dilleniaceae,MPD
4353,Hibbertia,Hibbertia,Hibbertia_stellaris,Dilleniaceae,MPD
4354,Hibbertia,Hibbertia,Hibbertia_subvaginata,Dilleniaceae,MPD
4355,Hibbertia,Hibbertia,Hibbertia_subvaginata,Dilleniaceae,MPD
4356,Hibbertia,Hibbertia,Hibbertia_vaginata,Dilleniaceae,MPD
4357,Tetracera,Tetracera,Tetracera_nordtiana,Dilleniaceae,MPD
4358,Dioscorea,Dioscorea,Dioscorea_composita,Dioscoreaceae,MD
4359,Dioscorea,Dioscorea,Dioscorea_deltoidea,Dioscoreaceae,MD
4360,Dioscorea,Dioscorea,Dioscorea_dregeana,Dioscoreaceae,PD
4361,Dioscorea,Dioscorea,Dioscorea_floribunda,Dioscoreaceae,MD
4362,Dioscorea,Dioscorea,Dioscorea_hastifolia,Dioscoreaceae,PD
4363,Dioscorea,Dioscorea,Dioscorea_izuensis,Dioscoreaceae,MPD
4364,Dioscorea,Dioscorea,Dioscorea_japonica,Dioscoreaceae,MPD
4365,Dioscorea,Dioscorea,Dioscorea_nipponica,Dioscoreaceae,ND
4366,Dioscorea,Dioscorea,Dioscorea_nipponica,Dioscoreaceae,PD
4367,Dioscorea,Dioscorea,Dioscorea_praehensilis,Dioscoreaceae,ND
4368,Dioscorea,Dioscorea,Dioscorea_quinqueloba,Dioscoreaceae,MPD
4369,Dioscorea,Dioscorea,Dioscorea_septemloba,Dioscoreaceae,MPD
4370,Dioscorea,Dioscorea,Dioscorea_tenuipes,Dioscoreaceae,MPD
4371,Dioscorea,Dioscorea,Dioscorea_tokoro,Dioscoreaceae,MPD
4372,Dioscorea,Dioscorea,Dioscorea_villosa,Dioscoreaceae,MPD
4373,Tamus,Tamus,Tamus_communis,Dioscoreaceae,PD
4374,Tamus,Tamus,Tamus_communis,Dioscoreaceae,PD
4375,Perrottetia,Perrottetia,Perrottetia_sandwicense,Dipentodontaceae,ND
4376,Perrottetia,Perrottetia,Perrottetia_sandwicense,Dipentodontaceae,PD
4377,Anisoptera,Anisoptera,Anisoptera_cochinchinensis,Dipterocarpaceae,ND
4378,Anisoptera,Anisoptera,Anisoptera_costata,Dipterocarpaceae,ND
4379,Anisoptera,Anisoptera,Anisoptera_laevis,Dipterocarpaceae,ND
4380,Anisoptera,Anisoptera,Anisoptera_marginata,Dipterocarpaceae,ND
4381,Anisoptera,Anisoptera,Anisoptera_scaphula,Dipterocarpaceae,ND
4382,Balanocarpus,Hopea,Balanocarpus_heimii,Dipterocarpaceae,ND
4383,Cotylelobium,Cotylelobium,Cotylelobium_burckii,Dipterocarpaceae,ND
4384,Cotylelobium,Cotylelobium,Cotylelobium_melanoxylon,Dipterocarpaceae,ND
4385,Dipterocarpus,Dipterocarpus,Dipterocarpus_alatus,Dipterocarpaceae,ND
4386,Dipterocarpus,Dipterocarpus,Dipterocarpus_baudii,Dipterocarpaceae,ND
4387,Dipterocarpus,Dipterocarpus,Dipterocarpus_chartaceus,Dipterocarpaceae,ND
4388,Dipterocarpus,Dipterocarpus,Dipterocarpus_cornutus,Dipterocarpaceae,ND
4389,Dipterocarpus,Dipterocarpus,Dipterocarpus_costatus,Dipterocarpaceae,ND
4390,Dipterocarpus,Dipterocarpus,Dipterocarpus_costatus,Dipterocarpaceae,ND
4391,Dipterocarpus,Dipterocarpus,Dipterocarpus_grandiflorus,Dipterocarpaceae,ND
4392,Dipterocarpus,Dipterocarpus,Dipterocarpus_kunstleri,Dipterocarpaceae,ND
4393,Dipterocarpus,Dipterocarpus,Dipterocarpus_macrocarpus,Dipterocarpaceae,ND
4394,Dipterocarpus,Dipterocarpus,Dipterocarpus_oblongifolius,Dipterocarpaceae,ND
4395,Dipterocarpus,Dipterocarpus,Dipterocarpus_obtusifolius,Dipterocarpaceae,ND
4396,Dipterocarpus,Dipterocarpus,Dipterocarpus_obtusifolius,Dipterocarpaceae,ND
4397,Dipterocarpus,Dipterocarpus,Dipterocarpus_sublamellatus,Dipterocarpaceae,ND
4398,Dipterocarpus,Dipterocarpus,Dipterocarpus_taudii,Dipterocarpaceae,ND
4399,Dipterocarpus,Dipterocarpus,Dipterocarpus_tuberculatus,Dipterocarpaceae,ND
4400,Dipterocarpus,Dipterocarpus,Dipterocarpus_tuberculatus,Dipterocarpaceae,ND
4401,Dipterocarpus,Dipterocarpus,Dipterocarpus_turbinatus,Dipterocarpaceae,ND
4402,Dipterocarpus,Dipterocarpus,Dipterocarpus_turbinatus,Dipterocarpaceae,ND
4403,Dipterocarpus,Dipterocarpus,Dipterocarpus_zeylanicus,Dipterocarpaceae,ND
4404,Dryobalanops,Dryobalanops,Dryobalanops_aromatica,Dipterocarpaceae,ND
4405,Dryobalanops,Dryobalanops,Dryobalanops_lanceolata,Dipterocarpaceae,ND
4406,Dryobalanops,Dryobalanops,Dryobalanops_oblongifolia,Dipterocarpaceae,ND
4407,Hopea,Hopea,Hopea_beccariana,Dipterocarpaceae,ND
4408,Hopea,Hopea,Hopea_dyeri,Dipterocarpaceae,ND
4409,Hopea,Hopea,Hopea_ferrea,Dipterocarpaceae,ND
4410,Hopea,Hopea,Hopea_foxworthyi,Dipterocarpaceae,ND
4411,Hopea,Hopea,Hopea_hainaenensis,Dipterocarpaceae,ND
4412,Hopea,Hopea,Hopea_hainanensis,Dipterocarpaceae,ND
4413,Hopea,Hopea,Hopea_helferi,Dipterocarpaceae,ND
4414,Hopea,Hopea,Hopea_nervosa,Dipterocarpaceae,ND
4415,Hopea,Hopea,Hopea_nutans,Dipterocarpaceae,ND
4416,Hopea,Hopea,Hopea_odorata,Dipterocarpaceae,ND
4417,Hopea,Hopea,Hopea_parviflora,Dipterocarpaceae,ND
4418,Hopea,Hopea,Hopea_ponga,Dipterocarpaceae,ND
4419,Hopea,Hopea,Hopea_sangal,Dipterocarpaceae,ND
4420,Hopea,Hopea,Hopea_subalata,Dipterocarpaceae,ND
4421,Hopea,Hopea,Hopea_whightiana,Dipterocarpaceae,ND
4422,Neobalanocarpus,Neobalanocarpus,Neobalanocarpus_heimii,Dipterocarpaceae,ND
4423,Parashorea,Parashorea,Parashorea_densiflora,Dipterocarpaceae,ND
4424,Parashorea,Parashorea,Parashorea_densiflora,Dipterocarpaceae,PD
4425,Parashorea,Parashorea,Parashorea_lucida,Dipterocarpaceae,ND
4426,Parashorea,Parashorea,Parashorea_malaanonan,Dipterocarpaceae,ND
4427,Parashorea,Parashorea,Parashorea_smythiesii,Dipterocarpaceae,ND
4428,Parashorea,Parashorea,Parashorea_tomentella,Dipterocarpaceae,ND
4429,Shorea,Shorea,Shorea_acuminata,Dipterocarpaceae,ND
4430,Shorea,Shorea,Shorea_affinis,Dipterocarpaceae,ND
4431,Shorea,Shorea,Shorea_agami,Dipterocarpaceae,ND
4432,Shorea,Shorea,Shorea_almon,Dipterocarpaceae,ND
4433,Shorea,Shorea,Shorea_amplexicaulis,Dipterocarpaceae,ND
4434,Shorea,Shorea,Shorea_argentifolia,Dipterocarpaceae,ND
4435,Shorea,Shorea,Shorea_assamica,Dipterocarpaceae,ND
4436,Shorea,Shorea,Shorea_assamica,Dipterocarpaceae,ND
4437,Shorea,Shorea,Shorea_balangeran,Dipterocarpaceae,ND
4438,Shorea,Shorea,Shorea_bracteolata,Dipterocarpaceae,ND
4439,Shorea,Shorea,Shorea_chinensis,Dipterocarpaceae,ND
4440,Shorea,Shorea,Shorea_contorta,Dipterocarpaceae,ND
4441,Shorea,Shorea,Shorea_curtisii,Dipterocarpaceae,ND
4442,Shorea,Shorea,Shorea_faguetiana,Dipterocarpaceae,ND
4443,Shorea,Shorea,Shorea_ferruginea,Dipterocarpaceae,ND
4444,Shorea,Shorea,Shorea_glauca,Dipterocarpaceae,ND
4445,Shorea,Shorea,Shorea_guiso,Dipterocarpaceae,ND
4446,Shorea,Shorea,Shorea_hemsleyana,Dipterocarpaceae,ND
4447,Shorea,Shorea,Shorea_hopeifolia,Dipterocarpaceae,ND
4448,Shorea,Shorea,Shorea_kunstleri,Dipterocarpaceae,ND
4449,Shorea,Shorea,Shorea_laevis,Dipterocarpaceae,ND
4450,Shorea,Shorea,Shorea_lepidota,Dipterocarpaceae,ND
4451,Shorea,Shorea,Shorea_leprosula,Dipterocarpaceae,ND
4452,Shorea,Shorea,Shorea_longisperma,Dipterocarpaceae,ND
4453,Shorea,Shorea,Shorea_macrophylla,Dipterocarpaceae,ND
4454,Shorea,Shorea,Shorea_macroptera,Dipterocarpaceae,ND
4455,Shorea,Shorea,Shorea_martiniana,Dipterocarpaceae,ND
4456,Shorea,Shorea,Shorea_materialis,Dipterocarpaceae,ND
4457,Shorea,Shorea,Shorea_maximum,Dipterocarpaceae,ND
4458,Shorea,Shorea,Shorea_maxwelliana,Dipterocarpaceae,ND
4459,Shorea,Shorea,Shorea_mecistopteryx,Dipterocarpaceae,ND
4460,Shorea,Shorea,Shorea_multiflora,Dipterocarpaceae,ND
4461,Shorea,Shorea,Shorea_negrosensis,Dipterocarpaceae,ND
4462,Shorea,Shorea,Shorea_obtusa,Dipterocarpaceae,ND
4463,Shorea,Shorea,Shorea_ovalis,Dipterocarpaceae,ND
4464,Shorea,Shorea,Shorea_palembanica,Dipterocarpaceae,ND
4465,Shorea,Shorea,Shorea_parvifolia,Dipterocarpaceae,ND
4466,Shorea,Shorea,Shorea_pauciflora,Dipterocarpaceae,ND
4467,Shorea,Shorea,Shorea_pinanga,Dipterocarpaceae,ND
4468,Shorea,Shorea,Shorea_platyclados,Dipterocarpaceae,ND
4469,Shorea,Shorea,Shorea_resina-nigra,Dipterocarpaceae,ND
4470,Shorea,Shorea,Shorea_resinosa,Dipterocarpaceae,ND
4471,Shorea,Shorea,Shorea_resinosa,Dipterocarpaceae,PD
4472,Shorea,Shorea,Shorea_robusta,Dipterocarpaceae,ND
4473,Shorea,Shorea,Shorea_robusta,Dipterocarpaceae,ND
4474,Shorea,Shorea,Shorea_robustac,Dipterocarpaceae,ND
4475,Shorea,Shorea,Shorea_roxburghii,Dipterocarpaceae,ND
4476,Shorea,Shorea,Shorea_roxburghii,Dipterocarpaceae,ND
4477,Shorea,Shorea,Shorea_roxburghii,Dipterocarpaceae,PD
4478,Shorea,Shorea,Shorea_rugosa,Dipterocarpaceae,ND
4479,Shorea,Shorea,Shorea_scabberima,Dipterocarpaceae,ND
4480,Shorea,Shorea,Shorea_seminis,Dipterocarpaceae,ND
4481,Shorea,Shorea,Shorea_siamensis,Dipterocarpaceae,ND
4482,Shorea,Shorea,Shorea_singkawang,Dipterocarpaceae,ND
4483,Shorea,Shorea,Shorea_smithiana,Dipterocarpaceae,ND
4484,Shorea,Shorea,Shorea_stenoptera,Dipterocarpaceae,ND
4485,Shorea,Shorea,Shorea_suavis,Dipterocarpaceae,ND
4486,Shorea,Shorea,Shorea_sumatrana,Dipterocarpaceae,ND
4487,Shorea,Shorea,Shorea_talura,Dipterocarpaceae,ND
4488,Shorea,Shorea,Shorea_trapezifolia,Dipterocarpaceae,ND
4489,Shorea,Shorea,Shorea_tumbuggaia,Dipterocarpaceae,ND
4490,Shorea,Shorea,Shorea_wantianshuea,Dipterocarpaceae,ND
4491,Shorea,Shorea,Shorea_xanthophylla,Dipterocarpaceae,ND
4492,Upuna,Upuna,Upuna_borneensis,Dipterocarpaceae,ND
4493,Vateria,Vateria,Vateria_indica,Dipterocarpaceae,ND
4494,Vatica,Vatica,Vatica_bella,Dipterocarpaceae,PD
4495,Vatica,Vatica,Vatica_cinerea,Dipterocarpaceae,ND
4496,Vatica,Vatica,Vatica_copallifera,Dipterocarpaceae,ND
4497,Vatica,Vatica,Vatica_indica,Dipterocarpaceae,ND
4498,Vatica,Vatica,Vatica_lowii,Dipterocarpaceae,ND
4499,Vatica,Vatica,Vatica_mangachapoi,Dipterocarpaceae,ND
4500,Vatica,Vatica,Vatica_pauciflora,Dipterocarpaceae,PD
4501,Vatica,Vatica,Vatica_stapfiana,Dipterocarpaceae,ND
4502,Vatica,Vatica,Vatica_umbonata,Dipterocarpaceae,ND
4503,Vatica,Vatica,Vatica_wallichii,Dipterocarpaceae,ND
4504,Doryanthes,Doryanthes,Doryanthes_excelsa,Doryanthaceae,PD
4505,Drosera,Drosera,Drosera_anglica,Droseraceae,PD
4506,Drosera,Drosera,Drosera_anglica,Droseraceae,PD
4507,Drosera,Drosera,Drosera_gigantea,Droseraceae,PD
4508,Drosera,Drosera,Drosera_glanduligera,Droseraceae,PD
4509,Drosera,Drosera,Drosera_heterophylla,Droseraceae,PD
4510,Drosera,Drosera,Drosera_macrantha,Droseraceae,PD
4511,Drosera,Drosera,Drosera_menziesii,Droseraceae,PD
4512,Drosera,Drosera,Drosera_pallida,Droseraceae,PD
4513,Drosera,Drosera,Drosera_stolonifera,Droseraceae,PD
4514,Diospyros,Diospyros,Diospyros_abyssinica,Ebenaceae,PD
4515,Diospyros,Diospyros,Diospyros_andamanica,Ebenaceae,ND
4516,Diospyros,Diospyros,Diospyros_argentea,Ebenaceae,ND
4517,Diospyros,Diospyros,Diospyros_brasiliensis,Ebenaceae,PD
4518,Diospyros,Diospyros,Diospyros_coaetanea,Ebenaceae,ND
4519,Diospyros,Diospyros,Diospyros_coaetanea,Ebenaceae,PD
4520,Diospyros,Diospyros,Diospyros_confertiflora,Ebenaceae,ND
4521,Diospyros,Diospyros,Diospyros_confertiflora,Ebenaceae,PD
4522,Diospyros,Diospyros,Diospyros_cordifolia,Ebenaceae,PD
4523,Diospyros,Diospyros,Diospyros_diepenhorstii,Ebenaceae,ND
4524,Diospyros,Diospyros,Diospyros_diepenhorstii,Ebenaceae,PD
4525,Diospyros,Diospyros,Diospyros_discolor,Ebenaceae,ND
4526,Diospyros,Diospyros,Diospyros_ebenum,Ebenaceae,ND
4527,Diospyros,Diospyros,Diospyros_ehretioides,Ebenaceae,PD
4528,Diospyros,Diospyros,Diospyros_embryopteris,Ebenaceae,ND
4529,Diospyros,Diospyros,Diospyros_ferrea,Ebenaceae,ND
4530,Diospyros,Diospyros,Diospyros_gabonensis,Ebenaceae,ND
4531,Diospyros,Diospyros,Diospyros_glandulosa,Ebenaceae,PD
4532,Diospyros,Diospyros,Diospyros_hebecarpa,Ebenaceae,ND
4533,Diospyros,Diospyros,Diospyros_hillebrandii,Ebenaceae,PD
4534,Diospyros,Diospyros,Diospyros_hispida,Ebenaceae,PD
4535,Diospyros,Diospyros,Diospyros_ierensis,Ebenaceae,PD
4536,Diospyros,Diospyros,Diospyros_ismailii,Ebenaceae,ND
4537,Diospyros,Diospyros,Diospyros_ismailii,Ebenaceae,PD
4538,Diospyros,Diospyros,Diospyros_khaki,Ebenaceae,PD
4539,Diospyros,Diospyros,Diospyros_kirkii,Ebenaceae,PD
4540,Diospyros,Diospyros,Diospyros_lycioides,Ebenaceae,PD
4541,Diospyros,Diospyros,Diospyros_maingayi,Ebenaceae,PD
4542,Diospyros,Diospyros,Diospyros_malabarica,Ebenaceae,ND
4543,Diospyros,Diospyros,Diospyros_mannii,Ebenaceae,ND
4544,Diospyros,Diospyros,Diospyros_maritima,Ebenaceae,ND
