"","spps","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","phylo","crops","sppnum.x","sppnum.y","sppnum"
"1742","Liquidambar_orientalis","zohner16","exp1","Liquidambar","orientalis","","yes","18","14","8","timeonly",34.310625,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,34.310625,"exp","exp","fldest",2380,123.490985386386,"Liquidambar_orientalis",107,0.0250425542440613,-1.01301063451364,1.5652735376614,"Liquidambar_orientalis","nocrop",75,75,75
"1143","Cercidiphyllum_japonicum","zohner16","exp1","Cercidiphyllum","japonicum","","yes","18","14","8","timeonly",41.92,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,41.92,"exp","exp","fldest",989,61.1148070881309,"Cercidiphyllum_japonicum",50,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Cercidiphyllum_japonicum","nocrop",76,76,76
"1144","Cercidiphyllum_japonicum","zohner16","exp1","Cercidiphyllum","japonicum","","yes","18","14","8","timeonly",31.1478125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,31.1478125,"exp","exp","fldest",1831,95.3468886724268,"Cercidiphyllum_japonicum",50,0.0250425542440613,-1.01301063451364,0.638766304564391,"Cercidiphyllum_japonicum","nocrop",76,76,76
"1145","Cercidiphyllum_japonicum","zohner16","exp1","Cercidiphyllum","japonicum","","yes","18","14","16","timeonly",26.4375,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,26.4375,"exp","exp","fldest",1831,95.3468886724268,"Cercidiphyllum_japonicum",50,0.259922028082395,0.52040382761553,0.638766304564391,"Cercidiphyllum_japonicum","nocrop",76,76,76
"1146","Cercidiphyllum_japonicum","zohner16","exp1","Cercidiphyllum","japonicum","","yes","18","14","16","timeonly",40.3125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,40.3125,"exp","exp","fldest",989,61.1148070881309,"Cercidiphyllum_japonicum",50,0.259922028082395,0.52040382761553,-0.488158162550802,"Cercidiphyllum_japonicum","nocrop",76,76,76
"1147","Cercidiphyllum_magnificum","zohner16","exp1","Cercidiphyllum","magnificum","","yes","18","14","8","timeonly",48,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,48,"exp","exp","fldest",989,61.1148070881309,"Cercidiphyllum_magnificum",51,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Cercidiphyllum_magnificum","nocrop",77,77,77
"1148","Cercidiphyllum_magnificum","zohner16","exp1","Cercidiphyllum","magnificum","","yes","18","14","8","timeonly",30.4375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,30.4375,"exp","exp","fldest",1831,95.3468886724268,"Cercidiphyllum_magnificum",51,0.0250425542440613,-1.01301063451364,0.638766304564391,"Cercidiphyllum_magnificum","nocrop",77,77,77
"1149","Cercidiphyllum_magnificum","zohner16","exp1","Cercidiphyllum","magnificum","","yes","18","14","8","timeonly",21.125,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,21.125,"exp","exp","fldest",2380,123.490985386386,"Cercidiphyllum_magnificum",51,0.0250425542440613,-1.01301063451364,1.5652735376614,"Cercidiphyllum_magnificum","nocrop",77,77,77
"1150","Cercidiphyllum_magnificum","zohner16","exp1","Cercidiphyllum","magnificum","","yes","18","14","16","timeonly",21.5,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,21.5,"exp","exp","fldest",2380,123.490985386386,"Cercidiphyllum_magnificum",51,0.259922028082395,0.52040382761553,1.5652735376614,"Cercidiphyllum_magnificum","nocrop",77,77,77
"1151","Cercidiphyllum_magnificum","zohner16","exp1","Cercidiphyllum","magnificum","","yes","18","14","16","timeonly",38.5625,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,38.5625,"exp","exp","fldest",989,61.1148070881309,"Cercidiphyllum_magnificum",51,0.259922028082395,0.52040382761553,-0.488158162550802,"Cercidiphyllum_magnificum","nocrop",77,77,77
"1152","Cercidiphyllum_magnificum","zohner16","exp1","Cercidiphyllum","magnificum","","yes","18","14","16","timeonly",27.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,27.8125,"exp","exp","fldest",1831,95.3468886724268,"Cercidiphyllum_magnificum",51,0.259922028082395,0.52040382761553,0.638766304564391,"Cercidiphyllum_magnificum","nocrop",77,77,77
"1825","Parrotia_persica","zohner16","exp1","Parrotia","persica","","yes","18","14","8","timeonly",26.3361875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,26.3361875,"exp","exp","fldest",989,61.1148070881309,"Parrotia_persica",125,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Parrotia_persica","nocrop",78,78,78
"1826","Parrotia_persica","zohner16","exp1","Parrotia","persica","","yes","18","14","8","timeonly",19.6215625,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,19.6215625,"exp","exp","fldest",1831,95.3468886724268,"Parrotia_persica",125,0.0250425542440613,-1.01301063451364,0.638766304564391,"Parrotia_persica","nocrop",78,78,78
"1827","Parrotia_persica","zohner16","exp1","Parrotia","persica","","yes","18","14","16","timeonly",18.0625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,18.0625,"exp","exp","fldest",1831,95.3468886724268,"Parrotia_persica",125,0.259922028082395,0.52040382761553,0.638766304564391,"Parrotia_persica","nocrop",78,78,78
"1828","Parrotia_persica","zohner16","exp1","Parrotia","persica","","yes","18","14","16","timeonly",29.25,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,29.25,"exp","exp","fldest",989,61.1148070881309,"Parrotia_persica",125,0.259922028082395,0.52040382761553,-0.488158162550802,"Parrotia_persica","nocrop",78,78,78
"1821","Paeonia_rockii","zohner16","exp1","Paeonia","rockii","","yes","18","14","8","timeonly",24.375,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,24.375,"exp","exp","fldest",989,61.1148070881309,"Paeonia_rockii",124,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Paeonia_rockii","nocrop",79,79,79
"1822","Paeonia_rockii","zohner16","exp1","Paeonia","rockii","","yes","18","14","8","timeonly",24.0626875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,24.0626875,"exp","exp","fldest",1831,95.3468886724268,"Paeonia_rockii",124,0.0250425542440613,-1.01301063451364,0.638766304564391,"Paeonia_rockii","nocrop",79,79,79
"1823","Paeonia_rockii","zohner16","exp1","Paeonia","rockii","","yes","18","14","16","timeonly",21.6875,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,21.6875,"exp","exp","fldest",1831,95.3468886724268,"Paeonia_rockii",124,0.259922028082395,0.52040382761553,0.638766304564391,"Paeonia_rockii","nocrop",79,79,79
"1824","Paeonia_rockii","zohner16","exp1","Paeonia","rockii","","yes","18","14","16","timeonly",21.6875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,21.6875,"exp","exp","fldest",989,61.1148070881309,"Paeonia_rockii",124,0.259922028082395,0.52040382761553,-0.488158162550802,"Paeonia_rockii","nocrop",79,79,79
"2531","Syringa_villosa","zohner16","exp1","Syringa","villosa","","yes","18","14","8","timeonly",14.0170625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,14.0170625,"exp","exp","fldest",989,61.1148070881309,"Syringa_villosa",206,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Syringa_villosa","nocrop",80,80,80
"2532","Syringa_villosa","zohner16","exp1","Syringa","villosa","","yes","18","14","8","timeonly",14.148375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,14.148375,"exp","exp","fldest",1831,95.3468886724268,"Syringa_villosa",206,0.0250425542440613,-1.01301063451364,0.638766304564391,"Syringa_villosa","nocrop",80,80,80
"2533","Syringa_villosa","zohner16","exp1","Syringa","villosa","","yes","18","14","16","timeonly",14.1875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,14.1875,"exp","exp","fldest",989,61.1148070881309,"Syringa_villosa",206,0.259922028082395,0.52040382761553,-0.488158162550802,"Syringa_villosa","nocrop",80,80,80
"2534","Syringa_villosa","zohner16","exp1","Syringa","villosa","","yes","18","14","16","timeonly",14.1875,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,14.1875,"exp","exp","fldest",1831,95.3468886724268,"Syringa_villosa",206,0.259922028082395,0.52040382761553,0.638766304564391,"Syringa_villosa","nocrop",80,80,80
"2535","Syringa_vulgaris","basler12","exp1","Syringa","vulgaris","","yes","5","","9.5","timeonly",29.43,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,29.43,"ramped","ramped","fldest",1345,81.8044874041654,"Syringa_vulgaris",207,-1.79527336800302,-0.725495422864418,0.192948737347072,"Syringa_vulgaris","nocrop",81,81,81
"2536","Syringa_vulgaris","basler12","exp1","Syringa","vulgaris","","yes","5","","11","timeonly",29.25,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,29.25,"ramped","ramped","fldest",1297,89.6547488698292,"Syringa_vulgaris",207,-1.79527336800302,-0.437980211215199,0.451380340377796,"Syringa_vulgaris","nocrop",81,81,81
"2537","Syringa_vulgaris","basler12","exp1","Syringa","vulgaris","","yes","5","","9.5","timeonly",30.47,1345,"","","3-Mar-2009",46.2,7.033,5,9.5,5.14375,30.47,"ramped","ramped","fldest",1345,81.8044874041654,"Syringa_vulgaris",207,-1.79527336800302,-0.725495422864418,0.192948737347072,"Syringa_vulgaris","nocrop",81,81,81
"2538","Syringa_vulgaris","basler12","exp1","Syringa","vulgaris","","yes","5","","11","timeonly",30.66,1297,"","","3-Mar-2009",46.85,9.53,5,11,4.97708333333333,30.66,"ramped","ramped","fldest",1297,89.6547488698292,"Syringa_vulgaris",207,-1.79527336800302,-0.437980211215199,0.451380340377796,"Syringa_vulgaris","nocrop",81,81,81
"2539","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","8","timeonly",18,2239,"","110","14-Mar-2012",48.403008,11.711811,7,8,7.50625,18,"ramped","exp","fldest",2239,103.547699511753,"Syringa_vulgaris",207,-1.44295415724552,-1.01301063451364,0.90873803743324,"Syringa_vulgaris","nocrop",81,81,81
"2540","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","12","timeonly",19,2239,"","110","14-Mar-2012",48.403008,11.711811,7,12,7.50625,19,"ramped","exp","fldest",2239,103.547699511753,"Syringa_vulgaris",207,-1.44295415724552,-0.246303403449054,0.90873803743324,"Syringa_vulgaris","nocrop",81,81,81
"2541","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","16","timeonly",18,2239,"","110","14-Mar-2012",48.403008,11.711811,7,16,7.50625,18,"ramped","exp","fldest",2239,103.547699511753,"Syringa_vulgaris",207,-1.44295415724552,0.52040382761553,0.90873803743324,"Syringa_vulgaris","nocrop",81,81,81
"2542","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","8","timeonly",22,1003,"","33","14-Dec-2011",48.403008,11.711811,7,8,3.61875,22,"ramped","exp","fldest",1003,51.6913728053825,"Syringa_vulgaris",207,-1.44295415724552,-1.01301063451364,-0.798378814231914,"Syringa_vulgaris","nocrop",81,81,81
"2543","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","12","timeonly",20,1003,"","33","14-Dec-2011",48.403008,11.711811,7,12,3.61875,20,"ramped","exp","fldest",1003,51.6913728053825,"Syringa_vulgaris",207,-1.44295415724552,-0.246303403449054,-0.798378814231914,"Syringa_vulgaris","nocrop",81,81,81
"2544","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","16","timeonly",18,1003,"","33","14-Dec-2011",48.403008,11.711811,7,16,3.61875,18,"ramped","exp","fldest",1003,51.6913728053825,"Syringa_vulgaris",207,-1.44295415724552,0.52040382761553,-0.798378814231914,"Syringa_vulgaris","nocrop",81,81,81
"2545","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","8","timeonly",16,1780,"","73","30-Jan-2012",48.403008,11.711811,7,8,5.82916666666667,16,"ramped","exp","fldest",1780,79.879632404017,"Syringa_vulgaris",207,-1.44295415724552,-1.01301063451364,0.1295822666294,"Syringa_vulgaris","nocrop",81,81,81
"2546","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","12","timeonly",15,1780,"","73","30-Jan-2012",48.403008,11.711811,7,12,5.82916666666667,15,"ramped","exp","fldest",1780,79.879632404017,"Syringa_vulgaris",207,-1.44295415724552,-0.246303403449054,0.1295822666294,"Syringa_vulgaris","nocrop",81,81,81
"2547","Syringa_vulgaris","laube14a","exp1","Syringa","vulgaris","","yes","7","","16","timeonly",16,1780,"","73","30-Jan-2012",48.403008,11.711811,7,16,5.82916666666667,16,"ramped","exp","fldest",1780,79.879632404017,"Syringa_vulgaris",207,-1.44295415724552,0.52040382761553,0.1295822666294,"Syringa_vulgaris","nocrop",81,81,81
"2548","Syringa_vulgaris","laube14b","exp1","Syringa","vulgaris","","yes","25.3","","16","timeonly",19.99,2044,"","","03-Mar-2012",48.403008,11.711811,25.3,16,6.72916666666667,19.99,"exp","exp","fldest",2044,95.9574954377482,"Syringa_vulgaris",207,1.7807666211856,0.52040382761553,0.65886755671677,"Syringa_vulgaris","nocrop",81,81,81
"2549","Syringa_vulgaris","laube14b","exp1","Syringa","vulgaris","","yes","25.3","","16","timeonly",9,2044,"","","03-Mar-2012",48.403008,11.711811,25.3,16,6.72916666666667,9,"exp","exp","fldest",2044,95.9574954377482,"Syringa_vulgaris",207,1.7807666211856,0.52040382761553,0.65886755671677,"Syringa_vulgaris","nocrop",81,81,81
"2550","Syringa_vulgaris","laube14b","exp1","Syringa","vulgaris","","yes","25.3","","16","timeonly",24.09,2044,"","","03-Mar-2012",48.403008,11.711811,25.3,16,6.72916666666667,24.09,"exp","exp","fldest",2044,95.9574954377482,"Syringa_vulgaris",207,1.7807666211856,0.52040382761553,0.65886755671677,"Syringa_vulgaris","nocrop",81,81,81
"2523","Syringa_josikaea","zohner16","exp1","Syringa","josikaea","","yes","18","14","8","timeonly",19.6271875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,19.6271875,"exp","exp","fldest",989,61.1148070881309,"Syringa_josikaea",204,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Syringa_josikaea","nocrop",82,82,82
"2524","Syringa_josikaea","zohner16","exp1","Syringa","josikaea","","yes","18","14","8","timeonly",24.9718125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,24.9718125,"exp","exp","fldest",1831,95.3468886724268,"Syringa_josikaea",204,0.0250425542440613,-1.01301063451364,0.638766304564391,"Syringa_josikaea","nocrop",82,82,82
"2525","Syringa_josikaea","zohner16","exp1","Syringa","josikaea","","yes","18","14","16","timeonly",17.9375,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,17.9375,"exp","exp","fldest",989,61.1148070881309,"Syringa_josikaea",204,0.259922028082395,0.52040382761553,-0.488158162550802,"Syringa_josikaea","nocrop",82,82,82
"2526","Syringa_josikaea","zohner16","exp1","Syringa","josikaea","","yes","18","14","16","timeonly",23.625,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,23.625,"exp","exp","fldest",1831,95.3468886724268,"Syringa_josikaea",204,0.259922028082395,0.52040382761553,0.638766304564391,"Syringa_josikaea","nocrop",82,82,82
"2527","Syringa_reticulata","zohner16","exp1","Syringa","reticulata","","yes","18","14","8","timeonly",12.89725,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,12.89725,"exp","exp","fldest",989,61.1148070881309,"Syringa_reticulata",205,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Syringa_reticulata","nocrop",83,83,83
"2528","Syringa_reticulata","zohner16","exp1","Syringa","reticulata","","yes","18","14","8","timeonly",18.7094375,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,18.7094375,"exp","exp","fldest",1831,95.3468886724268,"Syringa_reticulata",205,0.0250425542440613,-1.01301063451364,0.638766304564391,"Syringa_reticulata","nocrop",83,83,83
"2529","Syringa_reticulata","zohner16","exp1","Syringa","reticulata","","yes","18","14","16","timeonly",14.1875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,14.1875,"exp","exp","fldest",989,61.1148070881309,"Syringa_reticulata",205,0.259922028082395,0.52040382761553,-0.488158162550802,"Syringa_reticulata","nocrop",83,83,83
"2530","Syringa_reticulata","zohner16","exp1","Syringa","reticulata","","yes","18","14","16","timeonly",17.9375,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,17.9375,"exp","exp","fldest",1831,95.3468886724268,"Syringa_reticulata",205,0.259922028082395,0.52040382761553,0.638766304564391,"Syringa_reticulata","nocrop",83,83,83
"1733","Ligustrum_tschonoskii","zohner16","exp1","Ligustrum","tschonoskii","","yes","18","14","16","timeonly",8.125,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,8.125,"exp","exp","fldest",989,61.1148070881309,"Ligustrum_tschonoskii",106,0.259922028082395,0.52040382761553,-0.488158162550802,"Ligustrum_tschonoskii","nocrop",84,84,84
"1734","Ligustrum_tschonoskii","zohner16","exp1","Ligustrum","tschonoskii","","yes","18","14","16","timeonly",15.125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,15.125,"exp","exp","fldest",1831,95.3468886724268,"Ligustrum_tschonoskii",106,0.259922028082395,0.52040382761553,0.638766304564391,"Ligustrum_tschonoskii","nocrop",84,84,84
"1735","Ligustrum_tschonoskii","zohner16","exp1","Ligustrum","tschonoskii","","yes","18","14","8","timeonly",8.5298125,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,8.5298125,"exp","exp","fldest",989,61.1148070881309,"Ligustrum_tschonoskii",106,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Ligustrum_tschonoskii","nocrop",84,84,84
"1736","Ligustrum_tschonoskii","zohner16","exp1","Ligustrum","tschonoskii","","yes","18","14","8","timeonly",15.05325,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,15.05325,"exp","exp","fldest",1831,95.3468886724268,"Ligustrum_tschonoskii",106,0.0250425542440613,-1.01301063451364,0.638766304564391,"Ligustrum_tschonoskii","nocrop",84,84,84
"1525","Forsythia_ovata","zohner16","exp1","Forsythia","ovata","","yes","18","14","8","timeonly",15.117625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,15.117625,"exp","exp","fldest",989,61.1148070881309,"Forsythia_ovata",78,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Forsythia_ovata","nocrop",85,85,85
"1526","Forsythia_ovata","zohner16","exp1","Forsythia","ovata","","yes","18","14","8","timeonly",20.5245625,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,20.5245625,"exp","exp","fldest",1831,95.3468886724268,"Forsythia_ovata",78,0.0250425542440613,-1.01301063451364,0.638766304564391,"Forsythia_ovata","nocrop",85,85,85
"1527","Forsythia_ovata","zohner16","exp1","Forsythia","ovata","","yes","18","14","16","timeonly",14.1875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,14.1875,"exp","exp","fldest",989,61.1148070881309,"Forsythia_ovata",78,0.259922028082395,0.52040382761553,-0.488158162550802,"Forsythia_ovata","nocrop",85,85,85
"1528","Forsythia_ovata","zohner16","exp1","Forsythia","ovata","","yes","18","14","16","timeonly",19.75,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,19.75,"exp","exp","fldest",1831,95.3468886724268,"Forsythia_ovata",78,0.259922028082395,0.52040382761553,0.638766304564391,"Forsythia_ovata","nocrop",85,85,85
"1529","Forsythia_suspensa","zohner16","exp1","Forsythia","suspensa","","yes","18","14","8","timeonly",19.625,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,19.625,"exp","exp","fldest",989,61.1148070881309,"Forsythia_suspensa",79,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Forsythia_suspensa","nocrop",86,86,86
"1530","Forsythia_suspensa","zohner16","exp1","Forsythia","suspensa","","yes","18","14","8","timeonly",16.3125,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,16.3125,"exp","exp","fldest",1831,95.3468886724268,"Forsythia_suspensa",79,0.0250425542440613,-1.01301063451364,0.638766304564391,"Forsythia_suspensa","nocrop",86,86,86
"1531","Forsythia_suspensa","zohner16","exp1","Forsythia","suspensa","","yes","18","14","8","timeonly",18.375,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,18.375,"exp","exp","fldest",2380,123.490985386386,"Forsythia_suspensa",79,0.0250425542440613,-1.01301063451364,1.5652735376614,"Forsythia_suspensa","nocrop",86,86,86
"1532","Forsythia_suspensa","zohner16","exp1","Forsythia","suspensa","","yes","18","14","16","timeonly",20.625,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,20.625,"exp","exp","fldest",989,61.1148070881309,"Forsythia_suspensa",79,0.259922028082395,0.52040382761553,-0.488158162550802,"Forsythia_suspensa","nocrop",86,86,86
"1533","Forsythia_suspensa","zohner16","exp1","Forsythia","suspensa","","yes","18","14","16","timeonly",16,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,16,"exp","exp","fldest",1831,95.3468886724268,"Forsythia_suspensa",79,0.259922028082395,0.52040382761553,0.638766304564391,"Forsythia_suspensa","nocrop",86,86,86
"1534","Forsythia_suspensa","zohner16","exp1","Forsythia","suspensa","","yes","18","14","16","timeonly",18.5625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,18.5625,"exp","exp","fldest",2380,123.490985386386,"Forsythia_suspensa",79,0.259922028082395,0.52040382761553,1.5652735376614,"Forsythia_suspensa","nocrop",86,86,86
"1137","Cephalanthus_occidentalis","zohner16","exp1","Cephalanthus","occidentalis","","yes","18","14","8","timeonly",40.7285,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,40.7285,"exp","exp","fldest",989,61.1148070881309,"Cephalanthus_occidentalis",49,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Cephalanthus_occidentalis","nocrop",87,87,87
"1138","Cephalanthus_occidentalis","zohner16","exp1","Cephalanthus","occidentalis","","yes","18","14","8","timeonly",46.177875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,46.177875,"exp","exp","fldest",1831,95.3468886724268,"Cephalanthus_occidentalis",49,0.0250425542440613,-1.01301063451364,0.638766304564391,"Cephalanthus_occidentalis","nocrop",87,87,87
"1139","Cephalanthus_occidentalis","zohner16","exp1","Cephalanthus","occidentalis","","yes","18","14","8","timeonly",41.3116875,2380,"","","21-Mar-2014",48.16447,11.50293,15.3333333333333,8,9.26458333333333,41.3116875,"exp","exp","fldest",2380,123.490985386386,"Cephalanthus_occidentalis",49,0.0250425542440613,-1.01301063451364,1.5652735376614,"Cephalanthus_occidentalis","nocrop",87,87,87
"1140","Cephalanthus_occidentalis","zohner16","exp1","Cephalanthus","occidentalis","","yes","18","14","16","timeonly",43.75,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,43.75,"exp","exp","fldest",989,61.1148070881309,"Cephalanthus_occidentalis",49,0.259922028082395,0.52040382761553,-0.488158162550802,"Cephalanthus_occidentalis","nocrop",87,87,87
"1141","Cephalanthus_occidentalis","zohner16","exp1","Cephalanthus","occidentalis","","yes","18","14","16","timeonly",37.75,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,37.75,"exp","exp","fldest",1831,95.3468886724268,"Cephalanthus_occidentalis",49,0.259922028082395,0.52040382761553,0.638766304564391,"Cephalanthus_occidentalis","nocrop",87,87,87
"1142","Cephalanthus_occidentalis","zohner16","exp1","Cephalanthus","occidentalis","","yes","18","14","16","timeonly",39.0625,2380,"","","21-Mar-2014",48.16447,11.50293,16.6666666666667,16,9.26458333333333,39.0625,"exp","exp","fldest",2380,123.490985386386,"Cephalanthus_occidentalis",49,0.259922028082395,0.52040382761553,1.5652735376614,"Cephalanthus_occidentalis","nocrop",87,87,87
"2813","Viburnum_buddleifolium","zohner16","exp1","Viburnum","buddleifolium","","yes","18","14","16","timeonly",82.0625,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,82.0625,"exp","exp","fldest",989,61.1148070881309,"Viburnum_buddleifolium",224,0.259922028082395,0.52040382761553,-0.488158162550802,"Viburnum_buddleifolium","nocrop",88,88,88
"2814","Viburnum_buddleifolium","zohner16","exp1","Viburnum","buddleifolium","","yes","18","14","16","timeonly",29.125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,29.125,"exp","exp","fldest",1831,95.3468886724268,"Viburnum_buddleifolium",224,0.259922028082395,0.52040382761553,0.638766304564391,"Viburnum_buddleifolium","nocrop",88,88,88
"2815","Viburnum_buddleifolium","zohner16","exp1","Viburnum","buddleifolium","","yes","18","14","8","timeonly",25.9011875,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,25.9011875,"exp","exp","fldest",1831,95.3468886724268,"Viburnum_buddleifolium",224,0.0250425542440613,-1.01301063451364,0.638766304564391,"Viburnum_buddleifolium","nocrop",88,88,88
"2816","Viburnum_carlesii","zohner16","exp1","Viburnum","carlesii","","yes","18","14","16","timeonly",21.6875,989,"","","21-Dec-2013",48.16447,11.50293,16.6666666666667,16,4.44791666666667,21.6875,"exp","exp","fldest",989,61.1148070881309,"Viburnum_carlesii",225,0.259922028082395,0.52040382761553,-0.488158162550802,"Viburnum_carlesii","nocrop",89,89,89
"2817","Viburnum_carlesii","zohner16","exp1","Viburnum","carlesii","","yes","18","14","16","timeonly",18.8125,1831,"","","10-Feb-2014",48.16447,11.50293,16.6666666666667,16,6.875,18.8125,"exp","exp","fldest",1831,95.3468886724268,"Viburnum_carlesii",225,0.259922028082395,0.52040382761553,0.638766304564391,"Viburnum_carlesii","nocrop",89,89,89
"2818","Viburnum_carlesii","zohner16","exp1","Viburnum","carlesii","","yes","18","14","8","timeonly",29.666875,989,"","","21-Dec-2013",48.16447,11.50293,15.3333333333333,8,4.44791666666667,29.666875,"exp","exp","fldest",989,61.1148070881309,"Viburnum_carlesii",225,0.0250425542440613,-1.01301063451364,-0.488158162550802,"Viburnum_carlesii","nocrop",89,89,89
"2819","Viburnum_carlesii","zohner16","exp1","Viburnum","carlesii","","yes","18","14","8","timeonly",19.6215625,1831,"","","10-Feb-2014",48.16447,11.50293,15.3333333333333,8,6.875,19.6215625,"exp","exp","fldest",1831,95.3468886724268,"Viburnum_carlesii",225,0.0250425542440613,-1.01301063451364,0.638766304564391,"Viburnum_carlesii","nocrop",89,89,89
